segment,ab_group,category,resource,amount_free,amount_total,player_days,papd_free
40-99,Variant,Core,HC,1952415.0,1952415.0,27166.0,71.8698
40-99,Variant,Core,Red,7558.0,7558.0,27166.0,0.278215
40-99,Variant,Core,Shuffle,18626.0,18626.0,27166.0,0.685636
40-99,Variant,Core,Slingshot,16746.0,16746.0,27166.0,0.616432
40-99,Variant,Core,Unlimited Lives,1102620.0,1102620.0,27166.0,40.588235
40-99,Variant,Daily Gift,Comet,273.0,273.0,27166.0,0.010049
40-99,Variant,Daily Gift,HC,344010.0,344010.0,27166.0,12.663256
40-99,Variant,Daily Gift,Shuffle,2877.0,2877.0,27166.0,0.105904
40-99,Variant,Daily Gift,Slingshot,4605.0,4605.0,27166.0,0.169513
40-99,Variant,Daily Gift,UL Bomb,10830.0,10830.0,27166.0,0.39866
40-99,Variant,Daily Gift,UL Chuck,28050.0,28050.0,27166.0,1.032541
40-99,Variant,Daily Gift,UL Red,51090.0,51090.0,27166.0,1.88066
40-99,Variant,Daily Gift,Unlimited Lives,391585.0,391585.0,27166.0,14.414526
40-99,Variant,Daily Night Sky Prize,Chuck,3797.0,3797.0,27166.0,0.13977
40-99,Variant,Daily Night Sky Prize,Comet,932.0,932.0,27166.0,0.034308
40-99,Variant,Daily Night Sky Prize,HC,1309905.0,1309905.0,27166.0,48.218545
40-99,Variant,Daily Night Sky Prize,Red,7598.0,7598.0,27166.0,0.279688
40-99,Variant,Daily Night Sky Prize,Slingshot,4729.0,4729.0,27166.0,0.174078
40-99,Variant,Daily Night Sky Prize,Unlimited Lives,335570.0,335570.0,27166.0,12.352573
40-99,Variant,Flash Race,UL Chuck,15.0,15.0,27166.0,0.000552
40-99,Variant,Flock Flurry,Bomb,2513.0,2513.0,27166.0,0.092505
40-99,Variant,Flock Flurry,Chuck,2513.0,2513.0,27166.0,0.092505
40-99,Variant,Flock Flurry,Red,2513.0,2513.0,27166.0,0.092505
40-99,Variant,Flock Flurry,SPT,45600.0,45600.0,27166.0,1.678569
40-99,Variant,Flock Flurry,Slingshot,2513.0,2513.0,27166.0,0.092505
40-99,Variant,Flock Flurry,Unlimited Lives,654940.0,654940.0,27166.0,24.108812
40-99,Variant,Hatchling Hideaway,Bomb,3975.0,3975.0,27166.0,0.146323
40-99,Variant,Hatchling Hideaway,Chuck,5130.0,5130.0,27166.0,0.188839
40-99,Variant,Hatchling Hideaway,Comet,3947.0,3947.0,27166.0,0.145292
40-99,Variant,Hatchling Hideaway,HC,168145.0,168145.0,27166.0,6.189538
40-99,Variant,Hatchling Hideaway,Red,5921.0,5921.0,27166.0,0.217956
40-99,Variant,Hatchling Hideaway,Shuffle,3057.0,3057.0,27166.0,0.11253
40-99,Variant,Hatchling Hideaway,Slingshot,2378.0,2378.0,27166.0,0.087536
40-99,Variant,Hatchling Hideaway,UL Chuck,23700.0,23700.0,27166.0,0.872414
40-99,Variant,Hatchling Hideaway,UL Red,30370.0,30370.0,27166.0,1.117942
40-99,Variant,Hatchling Hideaway,Unlimited Lives,474510.0,474510.0,27166.0,17.467054
40-99,Variant,IAPs,Chuck,2.0,2.0,27166.0,7.4e-05
40-99,Variant,IAPs,HC,70.0,70.0,27166.0,0.002577
40-99,Variant,Jigsaw,Bomb,416.0,416.0,27166.0,0.015313
40-99,Variant,Jigsaw,Chuck,4199.0,4199.0,27166.0,0.154568
40-99,Variant,Jigsaw,Comet,416.0,416.0,27166.0,0.015313
40-99,Variant,Jigsaw,HC,138925.0,138925.0,27166.0,5.113929
40-99,Variant,Jigsaw,Red,2769.0,2769.0,27166.0,0.101929
40-99,Variant,Jigsaw,Slingshot,735.0,735.0,27166.0,0.027056
40-99,Variant,Jigsaw,UL Bomb,33930.0,33930.0,27166.0,1.248988
40-99,Variant,Jigsaw,UL Chuck,54885.0,54885.0,27166.0,2.020356
40-99,Variant,Jigsaw,UL Red,70225.0,70225.0,27166.0,2.585033
40-99,Variant,Jigsaw,Unlimited Lives,273240.0,273240.0,27166.0,10.058161
40-99,Variant,Kite Festival,Bomb,292.0,292.0,27166.0,0.010749
40-99,Variant,Kite Festival,Chuck,315.0,315.0,27166.0,0.011595
40-99,Variant,Kite Festival,Comet,165.0,165.0,27166.0,0.006074
40-99,Variant,Kite Festival,HC,125675.0,125675.0,27166.0,4.626187
40-99,Variant,Kite Festival,Red,266.0,266.0,27166.0,0.009792
40-99,Variant,Kite Festival,SPT,250615.0,250615.0,27166.0,9.225318
40-99,Variant,Kite Festival,Shuffle,392.0,392.0,27166.0,0.01443
40-99,Variant,Kite Festival,Slingshot,773.0,773.0,27166.0,0.028455
40-99,Variant,Kite Festival,Unlimited Lives,106825.0,106825.0,27166.0,3.932305
40-99,Variant,Level Race,Comet,1.0,1.0,27166.0,3.7e-05
40-99,Variant,Level Race,HC,550.0,550.0,27166.0,0.020246
40-99,Variant,Level Race,SPT,1050.0,1050.0,27166.0,0.038651
40-99,Variant,Level Race,Shuffle,2.0,2.0,27166.0,7.4e-05
40-99,Variant,Level Race,Slingshot,3.0,3.0,27166.0,0.00011
40-99,Variant,Level Race,Unlimited Lives,250.0,250.0,27166.0,0.009203
40-99,Variant,Other,Bomb,6776.0,8591.0,27166.0,0.249429
40-99,Variant,Other,Chuck,6824.0,8495.0,27166.0,0.251196
40-99,Variant,Other,Comet,797.0,1656.0,27166.0,0.029338
40-99,Variant,Other,HC,177614.0,631464.0,27166.0,6.538099
40-99,Variant,Other,Red,7127.0,8618.0,27166.0,0.26235
40-99,Variant,Other,SPT,249070.0,249070.0,27166.0,9.168446
40-99,Variant,Other,Shuffle,1857.0,3062.0,27166.0,0.068358
40-99,Variant,Other,Slingshot,1010.0,2455.0,27166.0,0.037179
40-99,Variant,Other,UL Bomb,0.0,19200.0,27166.0,0.0
40-99,Variant,Other,UL Chuck,0.0,19200.0,27166.0,0.0
40-99,Variant,Other,UL Red,80.0,19280.0,27166.0,0.002945
40-99,Variant,Other,Unlimited Lives,46901.0,74926.0,27166.0,1.72646
40-99,Variant,Photoshoot,Chuck,3.0,3.0,27166.0,0.00011
40-99,Variant,Photoshoot,HC,100.0,100.0,27166.0,0.003681
40-99,Variant,Photoshoot,UL Red,30.0,30.0,27166.0,0.001104
40-99,Variant,Photoshoot,Unlimited Lives,150.0,150.0,27166.0,0.005522
40-99,Variant,Rainbow Maker,Bomb,4371.0,4371.0,27166.0,0.1609
40-99,Variant,Rainbow Maker,Chuck,10252.0,10252.0,27166.0,0.377383
40-99,Variant,Rainbow Maker,Comet,5818.0,5818.0,27166.0,0.214165
40-99,Variant,Rainbow Maker,HC,291449.0,291449.0,27166.0,10.728447
40-99,Variant,Rainbow Maker,Red,11459.0,11459.0,27166.0,0.421814
40-99,Variant,Rainbow Maker,SPT,1613577.0,1613577.0,27166.0,59.39693
40-99,Variant,Rainbow Maker,Shuffle,8932.0,8932.0,27166.0,0.328793
40-99,Variant,Rainbow Maker,Slingshot,18715.0,18715.0,27166.0,0.688913
40-99,Variant,Rainbow Maker,UL Chuck,10980.0,10980.0,27166.0,0.404182
40-99,Variant,Rainbow Maker,UL Red,60060.0,60060.0,27166.0,2.210852
40-99,Variant,Rainbow Maker,Unlimited Lives,386450.0,386450.0,27166.0,14.225502
40-99,Variant,Red Challenge,Comet,42.0,42.0,27166.0,0.001546
40-99,Variant,Red Challenge,HC,14950.0,14950.0,27166.0,0.55032
40-99,Variant,Red Challenge,Shuffle,144.0,144.0,27166.0,0.005301
40-99,Variant,Red Challenge,Slingshot,79.0,79.0,27166.0,0.002908
40-99,Variant,River Rush,Bomb,5.0,5.0,27166.0,0.000184
40-99,Variant,River Rush,Chuck,8.0,8.0,27166.0,0.000294
40-99,Variant,River Rush,Comet,10.0,10.0,27166.0,0.000368
40-99,Variant,River Rush,HC,1105.0,1105.0,27166.0,0.040676
40-99,Variant,River Rush,Red,6.0,6.0,27166.0,0.000221
40-99,Variant,River Rush,SPT,260.0,260.0,27166.0,0.009571
40-99,Variant,River Rush,Shuffle,12.0,12.0,27166.0,0.000442
40-99,Variant,River Rush,Slingshot,9.0,9.0,27166.0,0.000331
40-99,Variant,River Rush,UL Bomb,75.0,75.0,27166.0,0.002761
40-99,Variant,River Rush,UL Chuck,140.0,140.0,27166.0,0.005154
40-99,Variant,River Rush,UL Red,175.0,175.0,27166.0,0.006442
40-99,Variant,River Rush,Unlimited Lives,60.0,60.0,27166.0,0.002209
40-99,Variant,Saga,Bomb,13144.0,13144.0,27166.0,0.48384
40-99,Variant,Saga,Chuck,14714.0,14714.0,27166.0,0.541633
40-99,Variant,Saga,Comet,57.0,57.0,27166.0,0.002098
40-99,Variant,Saga,HC,843100.0,843100.0,27166.0,31.035117
40-99,Variant,Saga,Red,15896.0,15896.0,27166.0,0.585143
40-99,Variant,Saga,Shuffle,13930.0,13930.0,27166.0,0.512773
40-99,Variant,Saga,Slingshot,15595.0,15595.0,27166.0,0.574063
40-99,Variant,Saga,Unlimited Lives,3549785.0,3549785.0,27166.0,130.670139
40-99,Variant,Season Pass (Free),Bomb,2967.0,2967.0,27166.0,0.109217
40-99,Variant,Season Pass (Free),Chuck,10702.0,10702.0,27166.0,0.393948
40-99,Variant,Season Pass (Free),Comet,196.0,196.0,27166.0,0.007215
40-99,Variant,Season Pass (Free),HC,231385.0,231440.0,27166.0,8.517448
40-99,Variant,Season Pass (Free),Red,8925.0,8925.0,27166.0,0.328536
40-99,Variant,Season Pass (Free),Shuffle,3150.0,3150.0,27166.0,0.115954
40-99,Variant,Season Pass (Free),Slingshot,1339.0,1339.0,27166.0,0.04929
40-99,Variant,Season Pass (Free),UL Bomb,1880.0,1880.0,27166.0,0.069204
40-99,Variant,Season Pass (Free),UL Chuck,50290.0,50290.0,27166.0,1.851211
40-99,Variant,Season Pass (Free),UL Red,78275.0,78275.0,27166.0,2.881359
40-99,Variant,Season Pass (Free),Unlimited Lives,358625.0,358625.0,27166.0,13.201244
40-99,Variant,Target Day,Bomb,1562.0,1562.0,27166.0,0.057498
40-99,Variant,Target Day,Chuck,1610.0,1610.0,27166.0,0.059265
40-99,Variant,Target Day,Comet,2120.0,2120.0,27166.0,0.078039
40-99,Variant,Target Day,HC,346300.0,346300.0,27166.0,12.747552
40-99,Variant,Target Day,Red,1587.0,1587.0,27166.0,0.058419
40-99,Variant,Target Day,Shuffle,1883.0,1883.0,27166.0,0.069315
40-99,Variant,Target Day,Slingshot,2326.0,2326.0,27166.0,0.085622
40-99,Variant,Target Day,Unlimited Lives,182010.0,182010.0,27166.0,6.699919
40-99,Variant,Team Event,Comet,653.0,653.0,27166.0,0.024037
40-99,Variant,Team Event,HC,185850.0,185850.0,27166.0,6.841272
40-99,Variant,Team Event,Shuffle,920.0,920.0,27166.0,0.033866
40-99,Variant,Team Event,Slingshot,1921.0,1921.0,27166.0,0.070713
40-99,Variant,Team Race,Bomb,3276.0,3276.0,27166.0,0.120592
40-99,Variant,Team Race,Chuck,1393.0,1393.0,27166.0,0.051277
40-99,Variant,Team Race,Comet,6668.0,6668.0,27166.0,0.245454
40-99,Variant,Team Race,HC,520870.0,520870.0,27166.0,19.173599
40-99,Variant,Team Race,Red,747.0,747.0,27166.0,0.027498
40-99,Variant,Team Race,SPT,428340.0,428340.0,27166.0,15.767503
40-99,Variant,Team Race,Shuffle,4934.0,4934.0,27166.0,0.181624
40-99,Variant,Team Race,Slingshot,2672.0,2672.0,27166.0,0.098358
40-99,Variant,Team Race,Unlimited Lives,9480.0,9480.0,27166.0,0.348966
A. 0,Control,Ads,Chuck,1.0,1.0,42977.0,2.3e-05
A. 0,Control,Ads,Comet,1110.0,1110.0,42977.0,0.025828
A. 0,Control,Ads,HC,105695.0,105695.0,42977.0,2.459339
A. 0,Control,Ads,Shuffle,2390.0,2390.0,42977.0,0.055611
A. 0,Control,Ads,Slingshot,2295.0,2295.0,42977.0,0.053401
A. 0,Control,Ads,Unlimited Lives,35330.0,35330.0,42977.0,0.822068
A. 0,Control,Bomb Challenge,Comet,245.0,245.0,42977.0,0.005701
A. 0,Control,Bomb Challenge,HC,73200.0,73200.0,42977.0,1.703237
A. 0,Control,Bomb Challenge,Shuffle,617.0,617.0,42977.0,0.014357
A. 0,Control,Bomb Challenge,Slingshot,560.0,560.0,42977.0,0.01303
A. 0,Control,Bomb's Ballet,Chuck,47.0,47.0,42977.0,0.001094
A. 0,Control,Bomb's Ballet,HC,75.0,75.0,42977.0,0.001745
A. 0,Control,Bomb's Ballet,Red,2.0,2.0,42977.0,4.7e-05
A. 0,Control,Bomb's Ballet,UL Bomb,20.0,20.0,42977.0,0.000465
A. 0,Control,Bomb's Ballet,UL Chuck,150.0,150.0,42977.0,0.00349
A. 0,Control,Bomb's Ballet,UL Red,280.0,280.0,42977.0,0.006515
A. 0,Control,Bomb's Ballet,Unlimited Lives,270.0,270.0,42977.0,0.006282
A. 0,Control,Chuck Challenge,HC,300.0,300.0,42977.0,0.00698
A. 0,Control,Chuck Challenge,Shuffle,7.0,7.0,42977.0,0.000163
A. 0,Control,Chuck Challenge,Slingshot,9.0,9.0,42977.0,0.000209
A. 0,Control,Core,Bomb,492.0,492.0,42977.0,0.011448
A. 0,Control,Core,Chuck,724.0,724.0,42977.0,0.016846
A. 0,Control,Core,Comet,238.0,238.0,42977.0,0.005538
A. 0,Control,Core,HC,71475.0,71475.0,42977.0,1.663099
A. 0,Control,Core,Red,258.0,258.0,42977.0,0.006003
A. 0,Control,Core,Shuffle,694.0,694.0,42977.0,0.016148
A. 0,Control,Core,Slingshot,539.0,539.0,42977.0,0.012542
A. 0,Control,Core,Unlimited Lives,39600.0,39600.0,42977.0,0.921423
A. 0,Control,Daily Gift,Comet,381.0,381.0,42977.0,0.008865
A. 0,Control,Daily Gift,HC,506870.0,506870.0,42977.0,11.793983
A. 0,Control,Daily Gift,Shuffle,3008.0,3008.0,42977.0,0.069991
A. 0,Control,Daily Gift,Slingshot,4440.0,4440.0,42977.0,0.103311
A. 0,Control,Daily Gift,UL Bomb,10890.0,10890.0,42977.0,0.253391
A. 0,Control,Daily Gift,UL Chuck,20790.0,20790.0,42977.0,0.483747
A. 0,Control,Daily Gift,UL Red,23970.0,23970.0,42977.0,0.55774
A. 0,Control,Daily Gift,Unlimited Lives,403785.0,403785.0,42977.0,9.395374
A. 0,Control,Flock Flurry,Bomb,1360.0,1360.0,42977.0,0.031645
A. 0,Control,Flock Flurry,Chuck,1360.0,1360.0,42977.0,0.031645
A. 0,Control,Flock Flurry,Red,1360.0,1360.0,42977.0,0.031645
A. 0,Control,Flock Flurry,SPT,25860.0,25860.0,42977.0,0.601717
A. 0,Control,Flock Flurry,Slingshot,1360.0,1360.0,42977.0,0.031645
A. 0,Control,Flock Flurry,Unlimited Lives,362280.0,362280.0,42977.0,8.429625
A. 0,Control,FlowerCoop,Bomb,4.0,4.0,42977.0,9.3e-05
A. 0,Control,FlowerCoop,UL Red,20.0,20.0,42977.0,0.000465
A. 0,Control,Hatchling Hideaway,Bomb,1030.0,1030.0,42977.0,0.023966
A. 0,Control,Hatchling Hideaway,Chuck,1220.0,1220.0,42977.0,0.028387
A. 0,Control,Hatchling Hideaway,Comet,719.0,719.0,42977.0,0.01673
A. 0,Control,Hatchling Hideaway,HC,53800.0,53800.0,42977.0,1.251832
A. 0,Control,Hatchling Hideaway,Red,1750.0,1750.0,42977.0,0.040719
A. 0,Control,Hatchling Hideaway,Shuffle,1030.0,1030.0,42977.0,0.023966
A. 0,Control,Hatchling Hideaway,Slingshot,856.0,856.0,42977.0,0.019918
A. 0,Control,Hatchling Hideaway,UL Chuck,7190.0,7190.0,42977.0,0.167299
A. 0,Control,Hatchling Hideaway,UL Red,8560.0,8560.0,42977.0,0.199176
A. 0,Control,Hatchling Hideaway,Unlimited Lives,135900.0,135900.0,42977.0,3.162157
A. 0,Control,Jigsaw,Bomb,330.0,330.0,42977.0,0.007679
A. 0,Control,Jigsaw,Chuck,1417.0,1417.0,42977.0,0.032971
A. 0,Control,Jigsaw,Comet,330.0,330.0,42977.0,0.007679
A. 0,Control,Jigsaw,HC,42500.0,42500.0,42977.0,0.988901
A. 0,Control,Jigsaw,Red,553.0,553.0,42977.0,0.012867
A. 0,Control,Jigsaw,Slingshot,412.0,412.0,42977.0,0.009587
A. 0,Control,Jigsaw,UL Bomb,10585.0,10585.0,42977.0,0.246295
A. 0,Control,Jigsaw,UL Chuck,13820.0,13820.0,42977.0,0.321567
A. 0,Control,Jigsaw,UL Red,18690.0,18690.0,42977.0,0.434884
A. 0,Control,Jigsaw,Unlimited Lives,71910.0,71910.0,42977.0,1.673221
A. 0,Control,Kite Festival,Bomb,10.0,10.0,42977.0,0.000233
A. 0,Control,Kite Festival,Chuck,14.0,14.0,42977.0,0.000326
A. 0,Control,Kite Festival,Comet,4.0,4.0,42977.0,9.3e-05
A. 0,Control,Kite Festival,HC,3200.0,3200.0,42977.0,0.074458
A. 0,Control,Kite Festival,Red,15.0,15.0,42977.0,0.000349
A. 0,Control,Kite Festival,SPT,10430.0,10430.0,42977.0,0.242688
A. 0,Control,Kite Festival,Shuffle,27.0,27.0,42977.0,0.000628
A. 0,Control,Kite Festival,Slingshot,38.0,38.0,42977.0,0.000884
A. 0,Control,Kite Festival,Unlimited Lives,30575.0,30575.0,42977.0,0.711427
A. 0,Control,Level Race,Slingshot,2.0,2.0,42977.0,4.7e-05
A. 0,Control,Level Race,Unlimited Lives,300.0,300.0,42977.0,0.00698
A. 0,Control,Other,Bomb,2847.0,3239.0,42977.0,0.066245
A. 0,Control,Other,Chuck,2851.0,3264.0,42977.0,0.066338
A. 0,Control,Other,Comet,114.0,543.0,42977.0,0.002653
A. 0,Control,Other,HC,36085.0,318085.0,42977.0,0.839635
A. 0,Control,Other,Red,2893.0,3339.0,42977.0,0.067315
A. 0,Control,Other,SPT,116960.0,116960.0,42977.0,2.721456
A. 0,Control,Other,Shuffle,447.0,1012.0,42977.0,0.010401
A. 0,Control,Other,Slingshot,727.0,1520.0,42977.0,0.016916
A. 0,Control,Other,UL Bomb,25.0,11765.0,42977.0,0.000582
A. 0,Control,Other,UL Chuck,25.0,11765.0,42977.0,0.000582
A. 0,Control,Other,UL Red,70.0,11810.0,42977.0,0.001629
A. 0,Control,Other,Unlimited Lives,29645.0,51035.0,42977.0,0.689788
A. 0,Control,Photoshoot,Chuck,34.0,34.0,42977.0,0.000791
A. 0,Control,Photoshoot,HC,200.0,200.0,42977.0,0.004654
A. 0,Control,Photoshoot,Red,4.0,4.0,42977.0,9.3e-05
A. 0,Control,Photoshoot,UL Chuck,30.0,30.0,42977.0,0.000698
A. 0,Control,Photoshoot,UL Red,45.0,45.0,42977.0,0.001047
A. 0,Control,Photoshoot,Unlimited Lives,510.0,510.0,42977.0,0.011867
A. 0,Control,Red Challenge,Comet,190.0,190.0,42977.0,0.004421
A. 0,Control,Red Challenge,HC,52800.0,52800.0,42977.0,1.228564
A. 0,Control,Red Challenge,Shuffle,322.0,322.0,42977.0,0.007492
A. 0,Control,Red Challenge,Slingshot,359.0,359.0,42977.0,0.008353
A. 0,Control,River Rush,Bomb,290.0,290.0,42977.0,0.006748
A. 0,Control,River Rush,Chuck,150.0,150.0,42977.0,0.00349
A. 0,Control,River Rush,Comet,671.0,671.0,42977.0,0.015613
A. 0,Control,River Rush,HC,81740.0,81740.0,42977.0,1.901948
A. 0,Control,River Rush,Red,243.0,243.0,42977.0,0.005654
A. 0,Control,River Rush,SPT,10080.0,10080.0,42977.0,0.234544
A. 0,Control,River Rush,Shuffle,498.0,498.0,42977.0,0.011588
A. 0,Control,River Rush,Slingshot,837.0,837.0,42977.0,0.019476
A. 0,Control,River Rush,UL Bomb,1005.0,1005.0,42977.0,0.023385
A. 0,Control,River Rush,UL Chuck,7460.0,7460.0,42977.0,0.173581
A. 0,Control,River Rush,UL Red,15640.0,15640.0,42977.0,0.363916
A. 0,Control,River Rush,Unlimited Lives,4060.0,4060.0,42977.0,0.094469
A. 0,Control,Saga,Bomb,17.0,17.0,42977.0,0.000396
A. 0,Control,Saga,Chuck,165.0,165.0,42977.0,0.003839
A. 0,Control,Saga,Comet,16.0,16.0,42977.0,0.000372
A. 0,Control,Saga,HC,6325.0,6325.0,42977.0,0.147172
A. 0,Control,Saga,Red,170.0,170.0,42977.0,0.003956
A. 0,Control,Saga,Shuffle,50.0,50.0,42977.0,0.001163
A. 0,Control,Saga,Slingshot,51.0,51.0,42977.0,0.001187
A. 0,Control,Saga,Unlimited Lives,4080.0,4080.0,42977.0,0.094934
A. 0,Control,Season Pass (Free),Bomb,402.0,402.0,42977.0,0.009354
A. 0,Control,Season Pass (Free),Chuck,1499.0,1499.0,42977.0,0.034879
A. 0,Control,Season Pass (Free),Comet,71.0,71.0,42977.0,0.001652
A. 0,Control,Season Pass (Free),HC,34810.0,34810.0,42977.0,0.809968
A. 0,Control,Season Pass (Free),Red,1022.0,1022.0,42977.0,0.02378
A. 0,Control,Season Pass (Free),Shuffle,458.0,458.0,42977.0,0.010657
A. 0,Control,Season Pass (Free),Slingshot,240.0,240.0,42977.0,0.005584
A. 0,Control,Season Pass (Free),UL Bomb,1420.0,1420.0,42977.0,0.033041
A. 0,Control,Season Pass (Free),UL Chuck,9505.0,9505.0,42977.0,0.221165
A. 0,Control,Season Pass (Free),UL Red,12875.0,12875.0,42977.0,0.299579
A. 0,Control,Season Pass (Free),Unlimited Lives,73705.0,73705.0,42977.0,1.714987
A. 0,Control,Target Day,Chuck,2.0,2.0,42977.0,4.7e-05
A. 0,Control,Target Day,Comet,261.0,261.0,42977.0,0.006073
A. 0,Control,Target Day,HC,78850.0,78850.0,42977.0,1.834702
A. 0,Control,Target Day,Red,2.0,2.0,42977.0,4.7e-05
A. 0,Control,Target Day,Shuffle,630.0,630.0,42977.0,0.014659
A. 0,Control,Target Day,Slingshot,594.0,594.0,42977.0,0.013821
A. 0,Control,Target Day,Unlimited Lives,13280.0,13280.0,42977.0,0.309002
A. 0,Control,Team Event,Comet,636.0,636.0,42977.0,0.014799
A. 0,Control,Team Event,HC,187770.0,187770.0,42977.0,4.369081
A. 0,Control,Team Event,Shuffle,844.0,844.0,42977.0,0.019638
A. 0,Control,Team Event,Slingshot,2165.0,2165.0,42977.0,0.050376
A. 0,Control,Team Race,Bomb,949.0,949.0,42977.0,0.022082
A. 0,Control,Team Race,Chuck,478.0,478.0,42977.0,0.011122
A. 0,Control,Team Race,Comet,2353.0,2353.0,42977.0,0.05475
A. 0,Control,Team Race,HC,232400.0,232400.0,42977.0,5.407544
A. 0,Control,Team Race,Red,254.0,254.0,42977.0,0.00591
A. 0,Control,Team Race,SPT,105340.0,105340.0,42977.0,2.451078
A. 0,Control,Team Race,Shuffle,1676.0,1676.0,42977.0,0.038998
A. 0,Control,Team Race,Slingshot,1183.0,1183.0,42977.0,0.027526
A. 0,Control,Team Race,Unlimited Lives,7675.0,7675.0,42977.0,0.178584
A. 0,Variant,Ads,Comet,1097.0,1097.0,43108.0,0.025448
A. 0,Variant,Ads,HC,108990.0,108990.0,43108.0,2.528301
A. 0,Variant,Ads,Shuffle,2470.0,2470.0,43108.0,0.057298
A. 0,Variant,Ads,Slingshot,2596.0,2596.0,43108.0,0.060221
A. 0,Variant,Ads,Unlimited Lives,37325.0,37325.0,43108.0,0.865849
A. 0,Variant,Bomb Challenge,HC,400.0,400.0,43108.0,0.009279
A. 0,Variant,Bomb Challenge,Shuffle,19.0,19.0,43108.0,0.000441
A. 0,Variant,Bomb Challenge,Slingshot,39.0,39.0,43108.0,0.000905
A. 0,Variant,Bomb's Ballet,Bomb,102.0,102.0,43108.0,0.002366
A. 0,Variant,Bomb's Ballet,Chuck,539.0,539.0,43108.0,0.012503
A. 0,Variant,Bomb's Ballet,Comet,102.0,102.0,43108.0,0.002366
A. 0,Variant,Bomb's Ballet,HC,14875.0,14875.0,43108.0,0.345064
A. 0,Variant,Bomb's Ballet,Red,199.0,199.0,43108.0,0.004616
A. 0,Variant,Bomb's Ballet,Shuffle,103.0,103.0,43108.0,0.002389
A. 0,Variant,Bomb's Ballet,Slingshot,128.0,128.0,43108.0,0.002969
A. 0,Variant,Bomb's Ballet,UL Bomb,4035.0,4035.0,43108.0,0.093602
A. 0,Variant,Bomb's Ballet,UL Chuck,4685.0,4685.0,43108.0,0.108681
A. 0,Variant,Bomb's Ballet,UL Red,6020.0,6020.0,43108.0,0.139649
A. 0,Variant,Bomb's Ballet,Unlimited Lives,26040.0,26040.0,43108.0,0.604064
A. 0,Variant,Chuck Challenge,Chuck,1.0,1.0,43108.0,2.3e-05
A. 0,Variant,Chuck Challenge,Comet,356.0,356.0,43108.0,0.008258
A. 0,Variant,Chuck Challenge,HC,119250.0,119250.0,43108.0,2.766308
A. 0,Variant,Chuck Challenge,Red,1.0,1.0,43108.0,2.3e-05
A. 0,Variant,Chuck Challenge,Shuffle,1113.0,1113.0,43108.0,0.025819
A. 0,Variant,Chuck Challenge,Slingshot,1122.0,1122.0,43108.0,0.026028
A. 0,Variant,Core,Bomb,548.0,548.0,43108.0,0.012712
A. 0,Variant,Core,Chuck,619.0,619.0,43108.0,0.014359
A. 0,Variant,Core,Comet,273.0,273.0,43108.0,0.006333
A. 0,Variant,Core,HC,74325.0,74325.0,43108.0,1.724158
A. 0,Variant,Core,Red,264.0,264.0,43108.0,0.006124
A. 0,Variant,Core,Shuffle,745.0,745.0,43108.0,0.017282
A. 0,Variant,Core,Slingshot,542.0,542.0,43108.0,0.012573
A. 0,Variant,Core,UL Red,15.0,15.0,43108.0,0.000348
A. 0,Variant,Core,Unlimited Lives,41955.0,41955.0,43108.0,0.973253
A. 0,Variant,Daily Gift,Chuck,2.0,2.0,43108.0,4.6e-05
A. 0,Variant,Daily Gift,Comet,377.0,377.0,43108.0,0.008745
A. 0,Variant,Daily Gift,HC,335505.0,335505.0,43108.0,7.782894
A. 0,Variant,Daily Gift,Shuffle,3031.0,3031.0,43108.0,0.070312
A. 0,Variant,Daily Gift,Slingshot,4381.0,4381.0,43108.0,0.101628
A. 0,Variant,Daily Gift,UL Bomb,12390.0,12390.0,43108.0,0.287418
A. 0,Variant,Daily Gift,UL Chuck,21960.0,21960.0,43108.0,0.509418
A. 0,Variant,Daily Gift,UL Red,24540.0,24540.0,43108.0,0.569268
A. 0,Variant,Daily Gift,Unlimited Lives,401350.0,401350.0,43108.0,9.310337
A. 0,Variant,Daily Night Sky Prize,Bomb,1.0,1.0,43108.0,2.3e-05
A. 0,Variant,Daily Night Sky Prize,Chuck,693.0,693.0,43108.0,0.016076
A. 0,Variant,Daily Night Sky Prize,Comet,512.0,512.0,43108.0,0.011877
A. 0,Variant,Daily Night Sky Prize,HC,557215.0,557215.0,43108.0,12.926023
A. 0,Variant,Daily Night Sky Prize,Red,2294.0,2294.0,43108.0,0.053215
A. 0,Variant,Daily Night Sky Prize,Shuffle,2.0,2.0,43108.0,4.6e-05
A. 0,Variant,Daily Night Sky Prize,Slingshot,1206.0,1206.0,43108.0,0.027976
A. 0,Variant,Daily Night Sky Prize,Unlimited Lives,120870.0,120870.0,43108.0,2.803888
A. 0,Variant,Flock Flurry,Bomb,756.0,756.0,43108.0,0.017537
A. 0,Variant,Flock Flurry,Chuck,756.0,756.0,43108.0,0.017537
A. 0,Variant,Flock Flurry,Red,756.0,756.0,43108.0,0.017537
A. 0,Variant,Flock Flurry,SPT,13500.0,13500.0,43108.0,0.313167
A. 0,Variant,Flock Flurry,Slingshot,756.0,756.0,43108.0,0.017537
A. 0,Variant,Flock Flurry,Unlimited Lives,219660.0,219660.0,43108.0,5.095574
A. 0,Variant,Hatchling Hideaway,Bomb,704.0,704.0,43108.0,0.016331
A. 0,Variant,Hatchling Hideaway,Chuck,783.0,783.0,43108.0,0.018164
