segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
0-9,PAYER,HC,14,60885.0,74600.0,3053,19.9427,24.435,-4.4923,1132
0-9,PAYER,HC,15,133501.3225,108550.0,3053,43.7279,35.5552,8.1727,1258
0-9,PAYER,HC,16,77355.8182,87500.0,3053,25.3376,28.6603,-3.3227,1210
0-9,PAYER,HC,17,70355.7165,82550.0,3053,23.0448,27.039,-3.9942,1193
0-9,PAYER,HC,18,67400.5476,74050.0,3053,22.0768,24.2548,-2.178,1148
0-9,PAYER,HC,19,122694.2857,99900.0,3053,40.1881,32.7219,7.4662,1154
0-9,PAYER,HC,20,69126.9048,73600.0,3053,22.6423,24.1074,-1.4651,1073
0-9,PAYER,HC,21,64090.0,72250.0,3053,20.9925,23.6652,-2.6728,1122
0-9,PAYER,Slingshot,1,2006.0,1572.0,2410,0.8324,0.6523,0.1801,1241
0-9,PAYER,Slingshot,2,1555.0,1368.0,2410,0.6452,0.5676,0.0776,1201
0-9,PAYER,Slingshot,3,1410.0,1295.0,2410,0.5851,0.5373,0.0477,1187
0-9,PAYER,Slingshot,4,1150.0,1181.0,2410,0.4772,0.49,-0.0129,1176
0-9,PAYER,Slingshot,5,1410.0,1253.0,2410,0.5851,0.5199,0.0651,1154
0-9,PAYER,Slingshot,6,780.0,906.0,2410,0.3237,0.3759,-0.0523,1148
0-9,PAYER,Slingshot,7,695.0,912.0,2410,0.2884,0.3784,-0.09,1122
0-9,PAYER,Slingshot,8,1843.0,1491.0,2410,0.7647,0.6187,0.1461,1214
0-9,PAYER,Slingshot,9,1499.0,1404.0,2410,0.622,0.5826,0.0394,1201
0-9,PAYER,Slingshot,10,1366.0,1248.0,2410,0.5668,0.5178,0.049,1164
0-9,PAYER,Slingshot,11,1146.0,1228.0,2410,0.4755,0.5095,-0.034,1148
0-9,PAYER,Slingshot,12,1406.0,1230.0,2410,0.5834,0.5104,0.073,1156
0-9,PAYER,Slingshot,13,821.0,992.0,2410,0.3407,0.4116,-0.071,1119
0-9,PAYER,Slingshot,14,687.0,993.0,2410,0.2851,0.412,-0.127,1132
0-9,PAYER,Slingshot,15,1772.0,1396.0,2410,0.7353,0.5793,0.156,1258
0-9,PAYER,Slingshot,16,1492.0,1268.0,2410,0.6191,0.5261,0.0929,1210
0-9,PAYER,Slingshot,17,1413.0,1278.0,2410,0.5863,0.5303,0.056,1193
0-9,PAYER,Slingshot,18,1121.0,1187.0,2410,0.4651,0.4925,-0.0274,1148
0-9,PAYER,Slingshot,19,1336.0,1253.0,2410,0.5544,0.5199,0.0344,1154
0-9,PAYER,Slingshot,20,797.0,1010.0,2410,0.3307,0.4191,-0.0884,1073
0-9,PAYER,Slingshot,21,736.0,1014.0,2410,0.3054,0.4207,-0.1154,1122
0-9,PAYER,Shuffle,1,1218.0,1052.0,2223,0.5479,0.4732,0.0747,1241
0-9,PAYER,Shuffle,2,715.0,815.0,2223,0.3216,0.3666,-0.045,1201
0-9,PAYER,Shuffle,3,738.0,835.0,2223,0.332,0.3756,-0.0436,1187
0-9,PAYER,Shuffle,4,703.0,782.0,2223,0.3162,0.3518,-0.0355,1176
0-9,PAYER,Shuffle,5,869.0,809.0,2223,0.3909,0.3639,0.027,1154
0-9,PAYER,Shuffle,6,559.0,660.0,2223,0.2515,0.2969,-0.0454,1148
0-9,PAYER,Shuffle,7,470.0,652.0,2223,0.2114,0.2933,-0.0819,1122
0-9,PAYER,Shuffle,8,1110.0,967.0,2223,0.4993,0.435,0.0643,1214
0-9,PAYER,Shuffle,9,821.0,894.0,2223,0.3693,0.4022,-0.0328,1201
0-9,PAYER,Shuffle,10,730.0,757.0,2223,0.3284,0.3405,-0.0121,1164
0-9,PAYER,Shuffle,11,711.0,772.0,2223,0.3198,0.3473,-0.0274,1148
0-9,PAYER,Shuffle,12,875.0,817.0,2223,0.3936,0.3675,0.0261,1156
0-9,PAYER,Shuffle,13,527.0,672.0,2223,0.2371,0.3023,-0.0652,1119
0-9,PAYER,Shuffle,14,487.0,695.0,2223,0.2191,0.3126,-0.0936,1132
0-9,PAYER,Shuffle,15,1087.0,936.0,2223,0.489,0.4211,0.0679,1258
0-9,PAYER,Shuffle,16,743.0,791.0,2223,0.3342,0.3558,-0.0216,1210
0-9,PAYER,Shuffle,17,760.0,785.0,2223,0.3419,0.3531,-0.0112,1193
0-9,PAYER,Shuffle,18,684.0,702.0,2223,0.3077,0.3158,-0.0081,1148
0-9,PAYER,Shuffle,19,842.0,804.0,2223,0.3788,0.3617,0.0171,1154
0-9,PAYER,Shuffle,20,537.0,668.0,2223,0.2416,0.3005,-0.0589,1073
0-9,PAYER,Shuffle,21,475.0,615.0,2223,0.2137,0.2767,-0.063,1122
0-9,PAYER,Comet,1,925.0,693.0,1976,0.4681,0.3507,0.1174,1241
0-9,PAYER,Comet,2,375.0,472.0,1976,0.1898,0.2389,-0.0491,1201
0-9,PAYER,Comet,3,320.0,399.0,1976,0.1619,0.2019,-0.04,1187
0-9,PAYER,Comet,4,340.0,394.0,1976,0.1721,0.1994,-0.0273,1176
0-9,PAYER,Comet,5,405.0,375.0,1976,0.205,0.1898,0.0152,1154
0-9,PAYER,Comet,6,215.0,271.0,1976,0.1088,0.1371,-0.0283,1148
0-9,PAYER,Comet,7,145.0,253.0,1976,0.0734,0.128,-0.0547,1122
0-9,PAYER,Comet,8,853.0,642.0,1976,0.4317,0.3249,0.1068,1214
0-9,PAYER,Comet,9,383.0,463.0,1976,0.1938,0.2343,-0.0405,1201
0-9,PAYER,Comet,10,294.0,377.0,1976,0.1488,0.1908,-0.042,1164
0-9,PAYER,Comet,11,346.0,362.0,1976,0.1751,0.1832,-0.0081,1148
0-9,PAYER,Comet,12,384.0,384.0,1976,0.1943,0.1943,0.0,1156
0-9,PAYER,Comet,13,193.0,275.0,1976,0.0977,0.1392,-0.0415,1119
0-9,PAYER,Comet,14,171.0,261.0,1976,0.0865,0.1321,-0.0455,1132
0-9,PAYER,Comet,15,908.0,664.0,1976,0.4595,0.336,0.1235,1258
0-9,PAYER,Comet,16,370.0,442.0,1976,0.1872,0.2237,-0.0364,1210
0-9,PAYER,Comet,17,293.0,382.0,1976,0.1483,0.1933,-0.045,1193
0-9,PAYER,Comet,18,300.0,380.0,1976,0.1518,0.1923,-0.0405,1148
0-9,PAYER,Comet,19,386.0,417.0,1976,0.1953,0.211,-0.0157,1154
0-9,PAYER,Comet,20,193.0,283.0,1976,0.0977,0.1432,-0.0455,1073
0-9,PAYER,Comet,21,196.0,243.0,1976,0.0992,0.123,-0.0238,1122
0-9,PAYER,Red,1,2539.0,1881.0,2848,0.8915,0.6605,0.231,1241
0-9,PAYER,Red,2,1467.0,1458.0,2848,0.5151,0.5119,0.0032,1201
0-9,PAYER,Red,3,1107.0,1330.0,2848,0.3887,0.467,-0.0783,1187
0-9,PAYER,Red,4,1083.0,1213.0,2848,0.3803,0.4259,-0.0456,1176
0-9,PAYER,Red,5,1731.0,1485.0,2848,0.6078,0.5214,0.0864,1154
0-9,PAYER,Red,6,1126.0,1260.0,2848,0.3954,0.4424,-0.0471,1148
0-9,PAYER,Red,7,978.0,1162.0,2848,0.3434,0.408,-0.0646,1122
0-9,PAYER,Red,8,2352.0,1852.0,2848,0.8258,0.6503,0.1756,1214
0-9,PAYER,Red,9,1497.0,1443.0,2848,0.5256,0.5067,0.019,1201
0-9,PAYER,Red,10,1163.0,1226.0,2848,0.4084,0.4305,-0.0221,1164
0-9,PAYER,Red,11,1098.0,1219.0,2848,0.3855,0.428,-0.0425,1148
0-9,PAYER,Red,12,1704.0,1484.0,2848,0.5983,0.5211,0.0772,1156
0-9,PAYER,Red,13,1126.0,1280.0,2848,0.3954,0.4494,-0.0541,1119
0-9,PAYER,Red,14,984.0,1218.0,2848,0.3455,0.4277,-0.0822,1132
0-9,PAYER,Red,15,2278.0,1756.0,2848,0.7999,0.6166,0.1833,1258
0-9,PAYER,Red,16,1450.0,1573.0,2848,0.5091,0.5523,-0.0432,1210
0-9,PAYER,Red,17,1079.0,1240.0,2848,0.3789,0.4354,-0.0565,1193
0-9,PAYER,Red,18,914.0,1097.0,2848,0.3209,0.3852,-0.0643,1148
0-9,PAYER,Red,19,1559.0,1439.0,2848,0.5474,0.5053,0.0421,1154
0-9,PAYER,Red,20,1003.0,1078.0,2848,0.3522,0.3785,-0.0263,1073
0-9,PAYER,Red,21,890.0,1136.0,2848,0.3125,0.3989,-0.0864,1122
0-9,PAYER,Chuck,1,1632.0,1468.0,2764,0.5904,0.5311,0.0593,1241
0-9,PAYER,Chuck,2,1171.0,1237.0,2764,0.4237,0.4475,-0.0239,1201
0-9,PAYER,Chuck,3,886.0,1102.0,2764,0.3205,0.3987,-0.0781,1187
0-9,PAYER,Chuck,4,868.0,977.0,2764,0.314,0.3535,-0.0394,1176
0-9,PAYER,Chuck,5,1498.0,1276.0,2764,0.542,0.4616,0.0803,1154
0-9,PAYER,Chuck,6,1023.0,1065.0,2764,0.3701,0.3853,-0.0152,1148
0-9,PAYER,Chuck,7,811.0,1033.0,2764,0.2934,0.3737,-0.0803,1122
0-9,PAYER,Chuck,8,1674.0,1396.0,2764,0.6056,0.5051,0.1006,1214
0-9,PAYER,Chuck,9,1150.0,1154.0,2764,0.4161,0.4175,-0.0014,1201
0-9,PAYER,Chuck,10,908.0,1004.0,2764,0.3285,0.3632,-0.0347,1164
0-9,PAYER,Chuck,11,837.0,944.0,2764,0.3028,0.3415,-0.0387,1148
0-9,PAYER,Chuck,12,1570.0,1392.0,2764,0.568,0.5036,0.0644,1156
0-9,PAYER,Chuck,13,1082.0,1144.0,2764,0.3915,0.4139,-0.0224,1119
0-9,PAYER,Chuck,14,854.0,1108.0,2764,0.309,0.4009,-0.0919,1132
0-9,PAYER,Chuck,15,1829.0,1412.0,2764,0.6617,0.5109,0.1509,1258
0-9,PAYER,Chuck,16,1205.0,1263.0,2764,0.436,0.4569,-0.021,1210
0-9,PAYER,Chuck,17,946.0,1033.0,2764,0.3423,0.3737,-0.0315,1193
0-9,PAYER,Chuck,18,868.0,937.0,2764,0.314,0.339,-0.025,1148
0-9,PAYER,Chuck,19,1309.0,1261.0,2764,0.4736,0.4562,0.0174,1154
0-9,PAYER,Chuck,20,813.0,944.0,2764,0.2941,0.3415,-0.0474,1073
0-9,PAYER,Chuck,21,698.0,928.0,2764,0.2525,0.3357,-0.0832,1122
0-9,PAYER,Bomb,1,757.0,714.0,2428,0.3118,0.2941,0.0177,1241
0-9,PAYER,Bomb,2,401.0,502.0,2428,0.1652,0.2068,-0.0416,1201
0-9,PAYER,Bomb,3,297.0,486.0,2428,0.1223,0.2002,-0.0778,1187
0-9,PAYER,Bomb,4,322.0,453.0,2428,0.1326,0.1866,-0.054,1176
0-9,PAYER,Bomb,5,906.0,706.0,2428,0.3731,0.2908,0.0824,1154
0-9,PAYER,Bomb,6,447.0,528.0,2428,0.1841,0.2175,-0.0334,1148
0-9,PAYER,Bomb,7,303.0,467.0,2428,0.1248,0.1923,-0.0675,1122
0-9,PAYER,Bomb,8,678.0,629.0,2428,0.2792,0.2591,0.0202,1214
0-9,PAYER,Bomb,9,393.0,499.0,2428,0.1619,0.2055,-0.0437,1201
0-9,PAYER,Bomb,10,302.0,413.0,2428,0.1244,0.1701,-0.0457,1164
0-9,PAYER,Bomb,11,366.0,432.0,2428,0.1507,0.1779,-0.0272,1148
0-9,PAYER,Bomb,12,916.0,718.0,2428,0.3773,0.2957,0.0815,1156
0-9,PAYER,Bomb,13,508.0,589.0,2428,0.2092,0.2426,-0.0334,1119
0-9,PAYER,Bomb,14,380.0,543.0,2428,0.1565,0.2236,-0.0671,1132
0-9,PAYER,Bomb,15,706.0,655.0,2428,0.2908,0.2698,0.021,1258
0-9,PAYER,Bomb,16,444.0,608.0,2428,0.1829,0.2504,-0.0675,1210
0-9,PAYER,Bomb,17,355.0,468.0,2428,0.1462,0.1928,-0.0465,1193
0-9,PAYER,Bomb,18,367.0,473.0,2428,0.1512,0.1948,-0.0437,1148
0-9,PAYER,Bomb,19,873.0,774.0,2428,0.3596,0.3188,0.0408,1154
0-9,PAYER,Bomb,20,497.0,566.0,2428,0.2047,0.2331,-0.0284,1073
0-9,PAYER,Bomb,21,357.0,527.0,2428,0.147,0.2171,-0.07,1122
0-9,PAYER,UL Bomb,1,860.0,943.0,569,1.5114,1.6573,-0.1459,1241
0-9,PAYER,UL Bomb,2,750.0,705.0,569,1.3181,1.239,0.0791,1201
0-9,PAYER,UL Bomb,3,620.0,672.0,569,1.0896,1.181,-0.0914,1187
0-9,PAYER,UL Bomb,4,815.0,713.0,569,1.4323,1.2531,0.1793,1176
0-9,PAYER,UL Bomb,5,690.0,772.0,569,1.2127,1.3568,-0.1441,1154
0-9,PAYER,UL Bomb,6,660.0,483.0,569,1.1599,0.8489,0.3111,1148
0-9,PAYER,UL Bomb,7,620.0,700.0,569,1.0896,1.2302,-0.1406,1122
0-9,PAYER,UL Bomb,8,740.0,844.0,569,1.3005,1.4833,-0.1828,1214
0-9,PAYER,UL Bomb,9,765.0,695.0,569,1.3445,1.2214,0.123,1201
0-9,PAYER,UL Bomb,10,605.0,636.0,569,1.0633,1.1178,-0.0545,1164
0-9,PAYER,UL Bomb,11,695.0,840.0,569,1.2214,1.4763,-0.2548,1148
0-9,PAYER,UL Bomb,12,735.0,747.0,569,1.2917,1.3128,-0.0211,1156
0-9,PAYER,UL Bomb,13,1000.0,812.0,569,1.7575,1.4271,0.3304,1119
0-9,PAYER,UL Bomb,14,1130.0,876.0,569,1.9859,1.5395,0.4464,1132
0-9,PAYER,UL Bomb,15,1160.0,751.0,569,2.0387,1.3199,0.7188,1258
0-9,PAYER,UL Bomb,16,630.0,760.0,569,1.1072,1.3357,-0.2285,1210
0-9,PAYER,UL Bomb,17,615.0,868.0,569,1.0808,1.5255,-0.4446,1193
0-9,PAYER,UL Bomb,18,875.0,881.0,569,1.5378,1.5483,-0.0105,1148
0-9,PAYER,UL Bomb,19,940.0,923.0,569,1.652,1.6221,0.0299,1154
0-9,PAYER,UL Bomb,20,940.0,1090.0,569,1.652,1.9156,-0.2636,1073
0-9,PAYER,UL Bomb,21,835.0,587.0,569,1.4675,1.0316,0.4359,1122
0-9,PAYER,UL Chuck,1,3245.0,1707.0,1568,2.0695,1.0886,0.9809,1241
0-9,PAYER,UL Chuck,2,2870.0,1305.0,1568,1.8304,0.8323,0.9981,1201
0-9,PAYER,UL Chuck,3,2140.0,1156.0,1568,1.3648,0.7372,0.6276,1187
0-9,PAYER,UL Chuck,4,2970.0,1256.0,1568,1.8941,0.801,1.0931,1176
0-9,PAYER,UL Chuck,5,2970.0,1383.0,1568,1.8941,0.882,1.0121,1154
0-9,PAYER,UL Chuck,6,2860.0,1093.0,1568,1.824,0.6971,1.1269,1148
0-9,PAYER,UL Chuck,7,3820.0,1575.0,1568,2.4362,1.0045,1.4318,1122
0-9,PAYER,UL Chuck,8,2640.0,1376.0,1568,1.6837,0.8776,0.8061,1214
0-9,PAYER,UL Chuck,9,2080.0,1116.0,1568,1.3265,0.7117,0.6148,1201
0-9,PAYER,UL Chuck,10,2500.0,1105.0,1568,1.5944,0.7047,0.8897,1164
0-9,PAYER,UL Chuck,11,1975.0,1157.0,1568,1.2596,0.7379,0.5217,1148
0-9,PAYER,UL Chuck,12,2840.0,1075.0,1568,1.8112,0.6856,1.1256,1156
0-9,PAYER,UL Chuck,13,2960.0,1373.0,1568,1.8878,0.8756,1.0121,1119
0-9,PAYER,UL Chuck,14,2930.0,1488.0,1568,1.8686,0.949,0.9196,1132
0-9,PAYER,UL Chuck,15,3060.0,1183.0,1568,1.9515,0.7545,1.1971,1258
0-9,PAYER,UL Chuck,16,2075.0,1076.0,1568,1.3233,0.6862,0.6371,1210
0-9,PAYER,UL Chuck,17,1805.0,1201.0,1568,1.1511,0.7659,0.3852,1193
0-9,PAYER,UL Chuck,18,1960.0,1006.0,1568,1.25,0.6416,0.6084,1148
0-9,PAYER,UL Chuck,19,2765.0,1283.0,1568,1.7634,0.8182,0.9452,1154
0-9,PAYER,UL Chuck,20,2055.0,1301.0,1568,1.3106,0.8297,0.4809,1073
0-9,PAYER,UL Chuck,21,2305.0,857.0,1568,1.47,0.5466,0.9235,1122
0-9,PAYER,UL Red,1,4630.0,2043.0,2135,2.1686,0.9569,1.2117,1241
0-9,PAYER,UL Red,2,3940.0,1730.0,2135,1.8454,0.8103,1.0351,1201
0-9,PAYER,UL Red,3,3440.0,1762.0,2135,1.6112,0.8253,0.7859,1187
0-9,PAYER,UL Red,4,4020.0,1793.0,2135,1.8829,0.8398,1.0431,1176
0-9,PAYER,UL Red,5,4350.0,1910.0,2135,2.0375,0.8946,1.1429,1154
0-9,PAYER,UL Red,6,4405.0,1616.0,2135,2.0632,0.7569,1.3063,1148
0-9,PAYER,UL Red,7,4495.0,1886.0,2135,2.1054,0.8834,1.222,1122
0-9,PAYER,UL Red,8,3755.0,1882.0,2135,1.7588,0.8815,0.8773,1214
0-9,PAYER,UL Red,9,2940.0,1310.0,2135,1.377,0.6136,0.7635,1201
0-9,PAYER,UL Red,10,3210.0,1377.0,2135,1.5035,0.645,0.8585,1164
0-9,PAYER,UL Red,11,4135.0,1791.0,2135,1.9368,0.8389,1.0979,1148
0-9,PAYER,UL Red,12,4085.0,1726.0,2135,1.9133,0.8084,1.1049,1156
0-9,PAYER,UL Red,13,4440.0,1857.0,2135,2.0796,0.8698,1.2098,1119
0-9,PAYER,UL Red,14,4315.0,1897.0,2135,2.0211,0.8885,1.1326,1132
0-9,PAYER,UL Red,15,5290.0,1900.0,2135,2.4778,0.8899,1.5878,1258
0-9,PAYER,UL Red,16,3500.0,1641.0,2135,1.6393,0.7686,0.8707,1210
0-9,PAYER,UL Red,17,4000.0,1819.0,2135,1.8735,0.852,1.0215,1193
0-9,PAYER,UL Red,18,4175.0,1787.0,2135,1.9555,0.837,1.1185,1148
0-9,PAYER,UL Red,19,3670.0,1525.0,2135,1.719,0.7143,1.0047,1154
0-9,PAYER,UL Red,20,3415.0,1523.0,2135,1.5995,0.7133,0.8862,1073
0-9,PAYER,UL Red,21,3370.0,1430.0,2135,1.5785,0.6698,0.9087,1122
0-9,PAYER,Unlimited Lives,1,165860.0,0.0,3031,54.7212,0.0,54.7212,1241
0-9,PAYER,Unlimited Lives,2,134480.0,0.0,3031,44.3682,0.0,44.3682,1201
0-9,PAYER,Unlimited Lives,3,137351.0,0.0,3031,45.3154,0.0,45.3154,1187
0-9,PAYER,Unlimited Lives,4,135901.0,0.0,3031,44.837,0.0,44.837,1176
0-9,PAYER,Unlimited Lives,5,126387.0,0.0,3031,41.6981,0.0,41.6981,1154
0-9,PAYER,Unlimited Lives,6,102525.0,0.0,3031,33.8255,0.0,33.8255,1148
0-9,PAYER,Unlimited Lives,7,97450.0,0.0,3031,32.1511,0.0,32.1511,1122
0-9,PAYER,Unlimited Lives,8,129865.0,0.0,3031,42.8456,0.0,42.8456,1214
0-9,PAYER,Unlimited Lives,9,133565.0,0.0,3031,44.0663,0.0,44.0663,1201
0-9,PAYER,Unlimited Lives,10,123993.0,0.0,3031,40.9083,0.0,40.9083,1164
0-9,PAYER,Unlimited Lives,11,122845.0,0.0,3031,40.5295,0.0,40.5295,1148
0-9,PAYER,Unlimited Lives,12,117390.0,0.0,3031,38.7298,0.0,38.7298,1156
0-9,PAYER,Unlimited Lives,13,102090.0,0.0,3031,33.682,0.0,33.682,1119
0-9,PAYER,Unlimited Lives,14,98590.0,0.0,3031,32.5272,0.0,32.5272,1132
0-9,PAYER,Unlimited Lives,15,134660.0,0.0,3031,44.4276,0.0,44.4276,1258
0-9,PAYER,Unlimited Lives,16,124865.0,0.0,3031,41.196,0.0,41.196,1210
0-9,PAYER,Unlimited Lives,17,117497.0,0.0,3031,38.7651,0.0,38.7651,1193
0-9,PAYER,Unlimited Lives,18,117250.0,0.0,3031,38.6836,0.0,38.6836,1148
0-9,PAYER,Unlimited Lives,19,120190.0,0.0,3031,39.6536,0.0,39.6536,1154
0-9,PAYER,Unlimited Lives,20,93440.0,0.0,3031,30.8281,0.0,30.8281,1073
0-9,PAYER,Unlimited Lives,21,96132.0,0.0,3031,31.7163,0.0,31.7163,1122
0-9,PAYER,SPT,1,97619.0,0.0,3004,32.4963,0.0,32.4963,1241
0-9,PAYER,SPT,2,90256.0,0.0,3004,30.0453,0.0,30.0453,1201
0-9,PAYER,SPT,3,51781.0,0.0,3004,17.2374,0.0,17.2374,1187
0-9,PAYER,SPT,4,82902.0,0.0,3004,27.5972,0.0,27.5972,1176
0-9,PAYER,SPT,5,100279.0,0.0,3004,33.3818,0.0,33.3818,1154
0-9,PAYER,SPT,6,81260.0,0.0,3004,27.0506,0.0,27.0506,1148
0-9,PAYER,SPT,7,80475.0,0.0,3004,26.7893,0.0,26.7893,1122
0-9,PAYER,SPT,8,131726.0,0.0,3004,43.8502,0.0,43.8502,1214
0-9,PAYER,SPT,9,97190.0,0.0,3004,32.3535,0.0,32.3535,1201
0-9,PAYER,SPT,10,91049.0,0.0,3004,30.3093,0.0,30.3093,1164
0-9,PAYER,SPT,11,115437.0,0.0,3004,38.4278,0.0,38.4278,1148
0-9,PAYER,SPT,12,122980.0,0.0,3004,40.9387,0.0,40.9387,1156
0-9,PAYER,SPT,13,102666.0,0.0,3004,34.1764,0.0,34.1764,1119
0-9,PAYER,SPT,14,98146.0,0.0,3004,32.6718,0.0,32.6718,1132
0-9,PAYER,SPT,15,147766.0,0.0,3004,49.1897,0.0,49.1897,1258
0-9,PAYER,SPT,16,133641.0,0.0,3004,44.4877,0.0,44.4877,1210
0-9,PAYER,SPT,17,123593.0,0.0,3004,41.1428,0.0,41.1428,1193
0-9,PAYER,SPT,18,123068.0,0.0,3004,40.968,0.0,40.968,1148
0-9,PAYER,SPT,19,126966.0,0.0,3004,42.2656,0.0,42.2656,1154
0-9,PAYER,SPT,20,99318.0,0.0,3004,33.0619,0.0,33.0619,1073
0-9,PAYER,SPT,21,99313.0,0.0,3004,33.0603,0.0,33.0603,1122
0-9,PAYER,SPTx2,1,0.0,0.0,1547,0.0,0.0,0.0,1241
0-9,PAYER,SPTx2,2,15.0,0.0,1547,0.0097,0.0,0.0097,1201
0-9,PAYER,SPTx2,3,0.0,0.0,1547,0.0,0.0,0.0,1187
0-9,PAYER,SPTx2,4,0.0,0.0,1547,0.0,0.0,0.0,1176
0-9,PAYER,SPTx2,5,0.0,0.0,1547,0.0,0.0,0.0,1154
0-9,PAYER,SPTx2,6,0.0,0.0,1547,0.0,0.0,0.0,1148
0-9,PAYER,SPTx2,7,0.0,0.0,1547,0.0,0.0,0.0,1122
0-9,PAYER,SPTx2,8,4115.0,0.0,1547,2.66,0.0,2.66,1214
0-9,PAYER,SPTx2,9,3910.0,0.0,1547,2.5275,0.0,2.5275,1201
0-9,PAYER,SPTx2,10,2640.0,0.0,1547,1.7065,0.0,1.7065,1164
0-9,PAYER,SPTx2,11,1950.0,0.0,1547,1.2605,0.0,1.2605,1148
0-9,PAYER,SPTx2,12,305.0,0.0,1547,0.1972,0.0,0.1972,1156
0-9,PAYER,SPTx2,13,25.0,0.0,1547,0.0162,0.0,0.0162,1119
0-9,PAYER,SPTx2,14,0.0,0.0,1547,0.0,0.0,0.0,1132
0-9,PAYER,SPTx2,15,3730.0,0.0,1547,2.4111,0.0,2.4111,1258
0-9,PAYER,SPTx2,16,3520.0,0.0,1547,2.2754,0.0,2.2754,1210
0-9,PAYER,SPTx2,17,2905.0,0.0,1547,1.8778,0.0,1.8778,1193
0-9,PAYER,SPTx2,18,2270.0,0.0,1547,1.4674,0.0,1.4674,1148
0-9,PAYER,SPTx2,19,170.0,0.0,1547,0.1099,0.0,0.1099,1154
0-9,PAYER,SPTx2,20,45.0,0.0,1547,0.0291,0.0,0.0291,1073
0-9,PAYER,SPTx2,21,20.0,0.0,1547,0.0129,0.0,0.0129,1122
10-19,NONPAYER,HC,1,586403.0906,513650.0,25267,23.2083,20.3289,2.8794,5527
10-19,NONPAYER,HC,2,396851.3593,425000.0,25267,15.7063,16.8204,-1.114,5332
10-19,NONPAYER,HC,3,368968.0923,384600.0,25267,14.6028,15.2214,-0.6187,5235
10-19,NONPAYER,HC,4,322389.0572,336750.0,25267,12.7593,13.3277,-0.5684,4898
10-19,NONPAYER,HC,5,476350.0303,396100.0,25267,18.8527,15.6766,3.1761,4863
10-19,NONPAYER,HC,6,343015.619,349750.0,25267,13.5756,13.8422,-0.2665,4807
10-19,NONPAYER,HC,7,337379.5,341400.0,25267,13.3526,13.5117,-0.1591,4848
10-19,NONPAYER,HC,8,525281.1114,427100.0,25267,20.7892,16.9035,3.8857,4974
10-19,NONPAYER,HC,9,373598.3099,373700.0,25267,14.786,14.79,-0.004,4991
10-19,NONPAYER,HC,10,343944.2547,341600.0,25267,13.6124,13.5196,0.0928,4848
10-19,NONPAYER,HC,11,310595.1926,325550.0,25267,12.2925,12.8844,-0.5919,4828
10-19,NONPAYER,HC,12,446922.7381,381900.0,25267,17.688,15.1146,2.5734,4927
10-19,NONPAYER,HC,13,340448.0,333050.0,25267,13.474,13.1812,0.2928,4933
10-19,NONPAYER,HC,14,334488.6667,339200.0,25267,13.2382,13.4246,-0.1865,5012
10-19,NONPAYER,HC,15,531053.9304,437000.0,25267,21.0177,17.2953,3.7224,5184
10-19,NONPAYER,HC,16,368770.1478,373550.0,25267,14.5949,14.7841,-0.1892,5138
10-19,NONPAYER,HC,17,346215.1959,363700.0,25267,13.7023,14.3943,-0.692,5089
10-19,NONPAYER,HC,18,289540.5009,321000.0,25267,11.4592,12.7043,-1.2451,4956
10-19,NONPAYER,HC,19,397776.3333,333750.0,25267,15.7429,13.2089,2.534,4493
10-19,NONPAYER,HC,20,322327.119,343200.0,25267,12.7568,13.5829,-0.8261,4412
10-19,NONPAYER,HC,21,286861.1429,312250.0,25267,11.3532,12.358,-1.0048,4334
10-19,NONPAYER,Slingshot,1,9678.0,6739.0,14214,0.6809,0.4741,0.2068,5527
10-19,NONPAYER,Slingshot,2,6997.0,6042.0,14214,0.4923,0.4251,0.0672,5332
10-19,NONPAYER,Slingshot,3,6880.0,5848.0,14214,0.484,0.4114,0.0726,5235
10-19,NONPAYER,Slingshot,4,5329.0,5141.0,14214,0.3749,0.3617,0.0132,4898
10-19,NONPAYER,Slingshot,5,6176.0,5329.0,14214,0.4345,0.3749,0.0596,4863
10-19,NONPAYER,Slingshot,6,3885.0,4477.0,14214,0.2733,0.315,-0.0416,4807
10-19,NONPAYER,Slingshot,7,3697.0,4308.0,14214,0.2601,0.3031,-0.043,4848
10-19,NONPAYER,Slingshot,8,8610.0,5901.0,14214,0.6057,0.4152,0.1906,4974
10-19,NONPAYER,Slingshot,9,6690.0,5819.0,14214,0.4707,0.4094,0.0613,4991
10-19,NONPAYER,Slingshot,10,6782.0,5476.0,14214,0.4771,0.3853,0.0919,4848
10-19,NONPAYER,Slingshot,11,5171.0,4836.0,14214,0.3638,0.3402,0.0236,4828
10-19,NONPAYER,Slingshot,12,6056.0,5190.0,14214,0.4261,0.3651,0.0609,4927
10-19,NONPAYER,Slingshot,13,4000.0,4667.0,14214,0.2814,0.3283,-0.0469,4933
10-19,NONPAYER,Slingshot,14,3862.0,4472.0,14214,0.2717,0.3146,-0.0429,5012
10-19,NONPAYER,Slingshot,15,8711.0,6298.0,14214,0.6128,0.4431,0.1698,5184
10-19,NONPAYER,Slingshot,16,6826.0,5866.0,14214,0.4802,0.4127,0.0675,5138
10-19,NONPAYER,Slingshot,17,6615.0,5573.0,14214,0.4654,0.3921,0.0733,5089
10-19,NONPAYER,Slingshot,18,4993.0,4790.0,14214,0.3513,0.337,0.0143,4956
