segment,payer_flag,currency,day_index,gain_total,spend_total,resource_earners,gain_per_earner_day,spend_per_earner_day,net_per_earner_day,active_players_day
40-99,PAYER,Chuck,9,1199.0,1478.0,1150,1.0426,1.2852,-0.2426,474
40-99,PAYER,Chuck,10,1019.0,1204.0,1150,0.8861,1.047,-0.1609,455
40-99,PAYER,Chuck,11,1033.0,1252.0,1150,0.8983,1.0887,-0.1904,467
40-99,PAYER,Chuck,12,1556.0,1648.0,1150,1.353,1.433,-0.08,499
40-99,PAYER,Chuck,13,1152.0,1529.0,1150,1.0017,1.3296,-0.3278,504
40-99,PAYER,Chuck,14,1025.0,1328.0,1150,0.8913,1.1548,-0.2635,521
40-99,PAYER,Chuck,15,2167.0,1970.0,1150,1.8843,1.713,0.1713,588
40-99,PAYER,Chuck,16,1275.0,1609.0,1150,1.1087,1.3991,-0.2904,567
40-99,PAYER,Chuck,17,960.0,1311.0,1150,0.8348,1.14,-0.3052,513
40-99,PAYER,Chuck,18,1007.0,1461.0,1150,0.8757,1.2704,-0.3948,549
40-99,PAYER,Chuck,19,1447.0,1525.0,1150,1.2583,1.3261,-0.0678,538
40-99,PAYER,Chuck,20,921.0,1204.0,1150,0.8009,1.047,-0.2461,520
40-99,PAYER,Chuck,21,645.0,1135.0,1150,0.5609,0.987,-0.4261,494
40-99,PAYER,Bomb,1,1133.0,1191.0,1143,0.9913,1.042,-0.0507,413
40-99,PAYER,Bomb,2,785.0,848.0,1143,0.6868,0.7419,-0.0551,382
40-99,PAYER,Bomb,3,843.0,921.0,1143,0.7375,0.8058,-0.0682,403
40-99,PAYER,Bomb,4,729.0,855.0,1143,0.6378,0.748,-0.1102,411
40-99,PAYER,Bomb,5,929.0,1115.0,1143,0.8128,0.9755,-0.1627,429
40-99,PAYER,Bomb,6,679.0,974.0,1143,0.5941,0.8521,-0.2581,419
40-99,PAYER,Bomb,7,639.0,928.0,1143,0.5591,0.8119,-0.2528,427
40-99,PAYER,Bomb,8,1265.0,1136.0,1143,1.1067,0.9939,0.1129,479
40-99,PAYER,Bomb,9,952.0,1054.0,1143,0.8329,0.9221,-0.0892,474
40-99,PAYER,Bomb,10,791.0,804.0,1143,0.692,0.7034,-0.0114,455
40-99,PAYER,Bomb,11,851.0,892.0,1143,0.7445,0.7804,-0.0359,467
40-99,PAYER,Bomb,12,1018.0,1118.0,1143,0.8906,0.9781,-0.0875,499
40-99,PAYER,Bomb,13,809.0,1087.0,1143,0.7078,0.951,-0.2432,504
40-99,PAYER,Bomb,14,757.0,1015.0,1143,0.6623,0.888,-0.2257,521
40-99,PAYER,Bomb,15,1437.0,1375.0,1143,1.2572,1.203,0.0542,588
40-99,PAYER,Bomb,16,1091.0,1231.0,1143,0.9545,1.077,-0.1225,567
40-99,PAYER,Bomb,17,837.0,994.0,1143,0.7323,0.8696,-0.1374,513
40-99,PAYER,Bomb,18,801.0,1117.0,1143,0.7008,0.9773,-0.2765,549
40-99,PAYER,Bomb,19,1050.0,1113.0,1143,0.9186,0.9738,-0.0551,538
40-99,PAYER,Bomb,20,603.0,847.0,1143,0.5276,0.741,-0.2135,520
40-99,PAYER,Bomb,21,503.0,869.0,1143,0.4401,0.7603,-0.3202,494
40-99,PAYER,UL Bomb,1,630.0,1139.0,732,0.8607,1.556,-0.6954,413
40-99,PAYER,UL Bomb,2,540.0,810.0,732,0.7377,1.1066,-0.3689,382
40-99,PAYER,UL Bomb,3,620.0,834.0,732,0.847,1.1393,-0.2923,403
40-99,PAYER,UL Bomb,4,610.0,806.0,732,0.8333,1.1011,-0.2678,411
40-99,PAYER,UL Bomb,5,2030.0,2140.0,732,2.7732,2.9235,-0.1503,429
40-99,PAYER,UL Bomb,6,2430.0,2518.0,732,3.3197,3.4399,-0.1202,419
40-99,PAYER,UL Bomb,7,2505.0,2589.0,732,3.4221,3.5369,-0.1148,427
40-99,PAYER,UL Bomb,8,1000.0,1624.0,732,1.3661,2.2186,-0.8525,479
40-99,PAYER,UL Bomb,9,450.0,795.0,732,0.6148,1.0861,-0.4713,474
40-99,PAYER,UL Bomb,10,580.0,1100.0,732,0.7923,1.5027,-0.7104,455
40-99,PAYER,UL Bomb,11,565.0,1377.0,732,0.7719,1.8811,-1.1093,467
40-99,PAYER,UL Bomb,12,1745.0,1692.0,732,2.3839,2.3115,0.0724,499
40-99,PAYER,UL Bomb,13,2675.0,2690.0,732,3.6544,3.6749,-0.0205,504
40-99,PAYER,UL Bomb,14,2400.0,2962.0,732,3.2787,4.0464,-0.7678,521
40-99,PAYER,UL Bomb,15,1370.0,1852.0,732,1.8716,2.5301,-0.6585,588
40-99,PAYER,UL Bomb,16,650.0,1142.0,732,0.888,1.5601,-0.6721,567
40-99,PAYER,UL Bomb,17,660.0,1066.0,732,0.9016,1.4563,-0.5546,513
40-99,PAYER,UL Bomb,18,605.0,1701.0,732,0.8265,2.3238,-1.4973,549
40-99,PAYER,UL Bomb,19,725.0,1748.0,732,0.9904,2.388,-1.3975,538
40-99,PAYER,UL Bomb,20,1105.0,1628.0,732,1.5096,2.224,-0.7145,520
40-99,PAYER,UL Bomb,21,830.0,2018.0,732,1.1339,2.7568,-1.623,494
40-99,PAYER,UL Chuck,1,2770.0,2442.0,1074,2.5791,2.2737,0.3054,413
40-99,PAYER,UL Chuck,2,2715.0,2127.0,1074,2.5279,1.9804,0.5475,382
40-99,PAYER,UL Chuck,3,3625.0,2523.0,1074,3.3752,2.3492,1.0261,403
40-99,PAYER,UL Chuck,4,3190.0,2057.0,1074,2.9702,1.9153,1.0549,411
40-99,PAYER,UL Chuck,5,5110.0,3862.0,1074,4.7579,3.5959,1.162,429
40-99,PAYER,UL Chuck,6,3890.0,3104.0,1074,3.622,2.8901,0.7318,419
40-99,PAYER,UL Chuck,7,3520.0,2891.0,1074,3.2775,2.6918,0.5857,427
40-99,PAYER,UL Chuck,8,2430.0,2547.0,1074,2.2626,2.3715,-0.1089,479
40-99,PAYER,UL Chuck,9,2885.0,2251.0,1074,2.6862,2.0959,0.5903,474
40-99,PAYER,UL Chuck,10,3210.0,2642.0,1074,2.9888,2.46,0.5289,455
40-99,PAYER,UL Chuck,11,2890.0,2717.0,1074,2.6909,2.5298,0.1611,467
40-99,PAYER,UL Chuck,12,5545.0,3719.0,1074,5.1629,3.4628,1.7002,499
40-99,PAYER,UL Chuck,13,4205.0,3376.0,1074,3.9153,3.1434,0.7719,504
40-99,PAYER,UL Chuck,14,3695.0,3659.0,1074,3.4404,3.4069,0.0335,521
40-99,PAYER,UL Chuck,15,3770.0,3221.0,1074,3.5102,2.9991,0.5112,588
40-99,PAYER,UL Chuck,16,3370.0,2621.0,1074,3.1378,2.4404,0.6974,567
40-99,PAYER,UL Chuck,17,3110.0,2439.0,1074,2.8957,2.2709,0.6248,513
40-99,PAYER,UL Chuck,18,3210.0,3091.0,1074,2.9888,2.878,0.1108,549
40-99,PAYER,UL Chuck,19,2135.0,2459.0,1074,1.9879,2.2896,-0.3017,538
40-99,PAYER,UL Chuck,20,2725.0,2326.0,1074,2.5372,2.1657,0.3715,520
40-99,PAYER,UL Chuck,21,1970.0,2724.0,1074,1.8343,2.5363,-0.702,494
40-99,PAYER,UL Red,1,6710.0,4552.0,1125,5.9644,4.0462,1.9182,413
40-99,PAYER,UL Red,2,5015.0,3255.0,1125,4.4578,2.8933,1.5644,382
40-99,PAYER,UL Red,3,3875.0,2607.0,1125,3.4444,2.3173,1.1271,403
40-99,PAYER,UL Red,4,3615.0,2406.0,1125,3.2133,2.1387,1.0747,411
40-99,PAYER,UL Red,5,7355.0,4811.0,1125,6.5378,4.2764,2.2613,429
40-99,PAYER,UL Red,6,5460.0,3842.0,1125,4.8533,3.4151,1.4382,419
40-99,PAYER,UL Red,7,4000.0,3256.0,1125,3.5556,2.8942,0.6613,427
40-99,PAYER,UL Red,8,7465.0,4849.0,1125,6.6356,4.3102,2.3253,479
40-99,PAYER,UL Red,9,5995.0,3462.0,1125,5.3289,3.0773,2.2516,474
40-99,PAYER,UL Red,10,4325.0,2949.0,1125,3.8444,2.6213,1.2231,455
40-99,PAYER,UL Red,11,3450.0,2947.0,1125,3.0667,2.6196,0.4471,467
40-99,PAYER,UL Red,12,7100.0,4587.0,1125,6.3111,4.0773,2.2338,499
40-99,PAYER,UL Red,13,5200.0,4078.0,1125,4.6222,3.6249,0.9973,504
40-99,PAYER,UL Red,14,4780.0,4301.0,1125,4.2489,3.8231,0.4258,521
40-99,PAYER,UL Red,15,9065.0,5776.0,1125,8.0578,5.1342,2.9236,588
40-99,PAYER,UL Red,16,6485.0,4018.0,1125,5.7644,3.5716,2.1929,567
40-99,PAYER,UL Red,17,4115.0,2880.0,1125,3.6578,2.56,1.0978,513
40-99,PAYER,UL Red,18,4460.0,3504.0,1125,3.9644,3.1147,0.8498,549
40-99,PAYER,UL Red,19,4165.0,3381.0,1125,3.7022,3.0053,0.6969,538
40-99,PAYER,UL Red,20,3875.0,2863.0,1125,3.4444,2.5449,0.8996,520
40-99,PAYER,UL Red,21,3480.0,2901.0,1125,3.0933,2.5787,0.5147,494
40-99,PAYER,Unlimited Lives,1,165085.0,0.0,1155,142.9307,0.0,142.9307,413
40-99,PAYER,Unlimited Lives,2,123766.0,0.0,1155,107.1567,0.0,107.1567,382
40-99,PAYER,Unlimited Lives,3,150630.0,0.0,1155,130.4156,0.0,130.4156,403
40-99,PAYER,Unlimited Lives,4,134125.0,0.0,1155,116.1255,0.0,116.1255,411
40-99,PAYER,Unlimited Lives,5,137535.0,0.0,1155,119.0779,0.0,119.0779,429
40-99,PAYER,Unlimited Lives,6,122437.0,0.0,1155,106.0061,0.0,106.0061,419
40-99,PAYER,Unlimited Lives,7,121492.0,0.0,1155,105.1879,0.0,105.1879,427
40-99,PAYER,Unlimited Lives,8,172820.0,0.0,1155,149.6277,0.0,149.6277,479
40-99,PAYER,Unlimited Lives,9,152315.0,0.0,1155,131.8745,0.0,131.8745,474
40-99,PAYER,Unlimited Lives,10,135350.0,0.0,1155,117.1861,0.0,117.1861,455
40-99,PAYER,Unlimited Lives,11,134518.0,0.0,1155,116.4658,0.0,116.4658,467
40-99,PAYER,Unlimited Lives,12,144795.0,0.0,1155,125.3636,0.0,125.3636,499
40-99,PAYER,Unlimited Lives,13,143545.0,0.0,1155,124.2814,0.0,124.2814,504
40-99,PAYER,Unlimited Lives,14,134985.0,0.0,1155,116.8701,0.0,116.8701,521
40-99,PAYER,Unlimited Lives,15,215300.0,0.0,1155,186.4069,0.0,186.4069,588
40-99,PAYER,Unlimited Lives,16,163885.0,0.0,1155,141.8918,0.0,141.8918,567
40-99,PAYER,Unlimited Lives,17,132240.0,0.0,1155,114.4935,0.0,114.4935,513
40-99,PAYER,Unlimited Lives,18,137882.0,0.0,1155,119.3784,0.0,119.3784,549
40-99,PAYER,Unlimited Lives,19,136688.0,0.0,1155,118.3446,0.0,118.3446,538
40-99,PAYER,Unlimited Lives,20,118925.0,0.0,1155,102.9654,0.0,102.9654,520
40-99,PAYER,Unlimited Lives,21,107340.0,0.0,1155,92.9351,0.0,92.9351,494
40-99,PAYER,SPT,1,197597.0,0.0,1149,171.973,0.0,171.973,413
40-99,PAYER,SPT,2,149486.0,0.0,1149,130.101,0.0,130.101,382
40-99,PAYER,SPT,3,125471.0,0.0,1149,109.2002,0.0,109.2002,403
40-99,PAYER,SPT,4,195529.0,0.0,1149,170.1732,0.0,170.1732,411
40-99,PAYER,SPT,5,203484.0,0.0,1149,177.0966,0.0,177.0966,429
40-99,PAYER,SPT,6,162229.0,0.0,1149,141.1915,0.0,141.1915,419
40-99,PAYER,SPT,7,166491.0,0.0,1149,144.9008,0.0,144.9008,427
40-99,PAYER,SPT,8,273204.0,0.0,1149,237.7755,0.0,237.7755,479
40-99,PAYER,SPT,9,196109.0,0.0,1149,170.678,0.0,170.678,474
40-99,PAYER,SPT,10,208475.0,0.0,1149,181.4404,0.0,181.4404,455
40-99,PAYER,SPT,11,227741.0,0.0,1149,198.208,0.0,198.208,467
40-99,PAYER,SPT,12,212148.0,0.0,1149,184.6371,0.0,184.6371,499
40-99,PAYER,SPT,13,220654.0,0.0,1149,192.04,0.0,192.04,504
40-99,PAYER,SPT,14,206445.0,0.0,1149,179.6736,0.0,179.6736,521
40-99,PAYER,SPT,15,349348.0,0.0,1149,304.0453,0.0,304.0453,588
40-99,PAYER,SPT,16,265689.0,0.0,1149,231.235,0.0,231.235,567
40-99,PAYER,SPT,17,212719.0,0.0,1149,185.134,0.0,185.134,513
40-99,PAYER,SPT,18,215002.0,0.0,1149,187.121,0.0,187.121,549
40-99,PAYER,SPT,19,190562.0,0.0,1149,165.8503,0.0,165.8503,538
40-99,PAYER,SPT,20,166503.0,0.0,1149,144.9112,0.0,144.9112,520
40-99,PAYER,SPT,21,154805.0,0.0,1149,134.7302,0.0,134.7302,494
40-99,PAYER,SPTx2,1,0.0,0.0,905,0.0,0.0,0.0,413
40-99,PAYER,SPTx2,2,15.0,0.0,905,0.0166,0.0,0.0166,382
40-99,PAYER,SPTx2,3,15.0,0.0,905,0.0166,0.0,0.0166,403
40-99,PAYER,SPTx2,4,15.0,0.0,905,0.0166,0.0,0.0166,411
40-99,PAYER,SPTx2,5,0.0,0.0,905,0.0,0.0,0.0,429
40-99,PAYER,SPTx2,6,15.0,0.0,905,0.0166,0.0,0.0166,419
40-99,PAYER,SPTx2,7,0.0,0.0,905,0.0,0.0,0.0,427
40-99,PAYER,SPTx2,8,5100.0,0.0,905,5.6354,0.0,5.6354,479
40-99,PAYER,SPTx2,9,3895.0,0.0,905,4.3039,0.0,4.3039,474
40-99,PAYER,SPTx2,10,3085.0,0.0,905,3.4088,0.0,3.4088,455
40-99,PAYER,SPTx2,11,2350.0,0.0,905,2.5967,0.0,2.5967,467
40-99,PAYER,SPTx2,12,130.0,0.0,905,0.1436,0.0,0.1436,499
40-99,PAYER,SPTx2,13,0.0,0.0,905,0.0,0.0,0.0,504
40-99,PAYER,SPTx2,14,0.0,0.0,905,0.0,0.0,0.0,521
40-99,PAYER,SPTx2,15,6035.0,0.0,905,6.6685,0.0,6.6685,588
40-99,PAYER,SPTx2,16,3740.0,0.0,905,4.1326,0.0,4.1326,567
40-99,PAYER,SPTx2,17,2760.0,0.0,905,3.0497,0.0,3.0497,513
40-99,PAYER,SPTx2,18,2980.0,0.0,905,3.2928,0.0,3.2928,549
40-99,PAYER,SPTx2,19,60.0,0.0,905,0.0663,0.0,0.0663,538
40-99,PAYER,SPTx2,20,60.0,0.0,905,0.0663,0.0,0.0663,520
40-99,PAYER,SPTx2,21,0.0,0.0,905,0.0,0.0,0.0,494
100+,NONPAYER,HC,1,116533.0194,111300.0,1207,96.5477,92.2121,4.3356,188
100+,NONPAYER,HC,2,94438.4878,104750.0,1207,78.2423,86.7854,-8.5431,216
100+,NONPAYER,HC,3,123528.309,114400.0,1207,102.3433,94.7804,7.5628,235
100+,NONPAYER,HC,4,120346.4042,105400.0,1207,99.707,87.3239,12.3831,242
100+,NONPAYER,HC,5,146968.7796,133100.0,1207,121.7637,110.2734,11.4903,239
100+,NONPAYER,HC,6,103370.0,99850.0,1207,85.6421,82.7258,2.9163,232
100+,NONPAYER,HC,7,91401.0,89200.0,1207,75.7258,73.9022,1.8235,235
100+,NONPAYER,HC,8,125516.0188,102900.0,1207,103.9901,85.2527,18.7374,229
100+,NONPAYER,HC,9,88395.913,84950.0,1207,73.2361,70.3811,2.8549,234
100+,NONPAYER,HC,10,118033.8868,107500.0,1207,97.7911,89.0638,8.7273,255
100+,NONPAYER,HC,11,108439.9868,98600.0,1207,89.8426,81.6901,8.1524,277
100+,NONPAYER,HC,12,165329.1945,136700.0,1207,136.9753,113.256,23.7193,292
100+,NONPAYER,HC,13,137602.0,128950.0,1207,114.0033,106.8351,7.1682,318
100+,NONPAYER,HC,14,137495.0,131950.0,1207,113.9147,109.3206,4.594,331
100+,NONPAYER,HC,15,184248.1269,159750.0,1207,152.6496,132.3529,20.2967,342
100+,NONPAYER,HC,16,123271.3909,138950.0,1207,102.1304,115.1201,-12.9897,360
100+,NONPAYER,HC,17,152807.041,153000.0,1207,126.6007,126.7606,-0.1599,373
100+,NONPAYER,HC,18,142507.948,144050.0,1207,118.0679,119.3455,-1.2776,419
100+,NONPAYER,HC,19,199278.4932,187300.0,1207,165.1023,155.1781,9.9242,431
100+,NONPAYER,HC,20,140154.0,139800.0,1207,116.1176,115.8244,0.2933,430
100+,NONPAYER,HC,21,116901.0,119100.0,1207,96.8525,98.6744,-1.8219,416
100+,NONPAYER,Slingshot,1,1385.0,1107.0,1207,1.1475,0.9171,0.2303,188
100+,NONPAYER,Slingshot,2,1110.0,1201.0,1207,0.9196,0.995,-0.0754,216
100+,NONPAYER,Slingshot,3,2225.0,1138.0,1207,1.8434,0.9428,0.9006,235
100+,NONPAYER,Slingshot,4,4991.0,1159.0,1207,4.135,0.9602,3.1748,242
100+,NONPAYER,Slingshot,5,1262.0,1147.0,1207,1.0456,0.9503,0.0953,239
100+,NONPAYER,Slingshot,6,849.0,1032.0,1207,0.7034,0.855,-0.1516,232
100+,NONPAYER,Slingshot,7,816.0,996.0,1207,0.6761,0.8252,-0.1491,235
100+,NONPAYER,Slingshot,8,1492.0,1128.0,1207,1.2361,0.9345,0.3016,229
100+,NONPAYER,Slingshot,9,1057.0,1119.0,1207,0.8757,0.9271,-0.0514,234
100+,NONPAYER,Slingshot,10,1392.0,1083.0,1207,1.1533,0.8973,0.256,255
100+,NONPAYER,Slingshot,11,2876.0,1275.0,1207,2.3828,1.0563,1.3264,277
100+,NONPAYER,Slingshot,12,1368.0,1374.0,1207,1.1334,1.1384,-0.005,292
100+,NONPAYER,Slingshot,13,1197.0,1440.0,1207,0.9917,1.193,-0.2013,318
100+,NONPAYER,Slingshot,14,1142.0,1369.0,1207,0.9461,1.1342,-0.1881,331
100+,NONPAYER,Slingshot,15,2239.0,1777.0,1207,1.855,1.4722,0.3828,342
100+,NONPAYER,Slingshot,16,1587.0,1620.0,1207,1.3148,1.3422,-0.0273,360
100+,NONPAYER,Slingshot,17,2162.0,1476.0,1207,1.7912,1.2229,0.5684,373
100+,NONPAYER,Slingshot,18,3926.0,1754.0,1207,3.2527,1.4532,1.7995,419
100+,NONPAYER,Slingshot,19,1738.0,1810.0,1207,1.4399,1.4996,-0.0597,431
100+,NONPAYER,Slingshot,20,1152.0,1403.0,1207,0.9544,1.1624,-0.208,430
100+,NONPAYER,Slingshot,21,1012.0,1240.0,1207,0.8384,1.0273,-0.1889,416
100+,NONPAYER,Shuffle,1,1180.0,1321.0,1207,0.9776,1.0944,-0.1168,188
100+,NONPAYER,Shuffle,2,1047.0,1554.0,1207,0.8674,1.2875,-0.42,216
100+,NONPAYER,Shuffle,3,2184.0,1557.0,1207,1.8094,1.29,0.5195,235
100+,NONPAYER,Shuffle,4,4892.0,1696.0,1207,4.053,1.4051,2.6479,242
100+,NONPAYER,Shuffle,5,1247.0,1296.0,1207,1.0331,1.0737,-0.0406,239
100+,NONPAYER,Shuffle,6,843.0,948.0,1207,0.6984,0.7854,-0.087,232
100+,NONPAYER,Shuffle,7,806.0,859.0,1207,0.6678,0.7117,-0.0439,235
100+,NONPAYER,Shuffle,8,1238.0,956.0,1207,1.0257,0.792,0.2336,229
100+,NONPAYER,Shuffle,9,1006.0,1005.0,1207,0.8335,0.8326,0.0008,234
100+,NONPAYER,Shuffle,10,1348.0,1671.0,1207,1.1168,1.3844,-0.2676,255
100+,NONPAYER,Shuffle,11,2758.0,1839.0,1207,2.285,1.5236,0.7614,277
100+,NONPAYER,Shuffle,12,1368.0,1683.0,1207,1.1334,1.3944,-0.261,292
100+,NONPAYER,Shuffle,13,1070.0,1672.0,1207,0.8865,1.3853,-0.4988,318
100+,NONPAYER,Shuffle,14,1168.0,1427.0,1207,0.9677,1.1823,-0.2146,331
100+,NONPAYER,Shuffle,15,1806.0,1744.0,1207,1.4963,1.4449,0.0514,342
100+,NONPAYER,Shuffle,16,1413.0,1807.0,1207,1.1707,1.4971,-0.3264,360
100+,NONPAYER,Shuffle,17,2094.0,1677.0,1207,1.7349,1.3894,0.3455,373
100+,NONPAYER,Shuffle,18,3743.0,1919.0,1207,3.1011,1.5899,1.5112,419
100+,NONPAYER,Shuffle,19,1752.0,1648.0,1207,1.4515,1.3654,0.0862,431
100+,NONPAYER,Shuffle,20,1224.0,1410.0,1207,1.0141,1.1682,-0.1541,430
100+,NONPAYER,Shuffle,21,1080.0,1275.0,1207,0.8948,1.0563,-0.1616,416
100+,NONPAYER,Comet,1,670.0,935.0,1198,0.5593,0.7805,-0.2212,188
100+,NONPAYER,Comet,2,386.0,1278.0,1198,0.3222,1.0668,-0.7446,216
100+,NONPAYER,Comet,3,1607.0,997.0,1198,1.3414,0.8322,0.5092,235
100+,NONPAYER,Comet,4,4260.0,1047.0,1198,3.5559,0.874,2.682,242
100+,NONPAYER,Comet,5,732.0,1275.0,1198,0.611,1.0643,-0.4533,239
100+,NONPAYER,Comet,6,412.0,1216.0,1198,0.3439,1.015,-0.6711,232
100+,NONPAYER,Comet,7,360.0,819.0,1198,0.3005,0.6836,-0.3831,235
100+,NONPAYER,Comet,8,790.0,803.0,1198,0.6594,0.6703,-0.0109,229
100+,NONPAYER,Comet,9,369.0,580.0,1198,0.308,0.4841,-0.1761,234
100+,NONPAYER,Comet,10,766.0,1196.0,1198,0.6394,0.9983,-0.3589,255
100+,NONPAYER,Comet,11,2103.0,1149.0,1198,1.7554,0.9591,0.7963,277
100+,NONPAYER,Comet,12,737.0,1639.0,1198,0.6152,1.3681,-0.7529,292
100+,NONPAYER,Comet,13,511.0,1609.0,1198,0.4265,1.3431,-0.9165,318
100+,NONPAYER,Comet,14,521.0,989.0,1198,0.4349,0.8255,-0.3907,331
100+,NONPAYER,Comet,15,1086.0,1005.0,1198,0.9065,0.8389,0.0676,342
100+,NONPAYER,Comet,16,534.0,866.0,1198,0.4457,0.7229,-0.2771,360
100+,NONPAYER,Comet,17,1213.0,796.0,1198,1.0125,0.6644,0.3481,373
100+,NONPAYER,Comet,18,2762.0,1211.0,1198,2.3055,1.0109,1.2947,419
100+,NONPAYER,Comet,19,770.0,1828.0,1198,0.6427,1.5259,-0.8831,431
100+,NONPAYER,Comet,20,504.0,1556.0,1198,0.4207,1.2988,-0.8781,430
100+,NONPAYER,Comet,21,436.0,901.0,1198,0.3639,0.7521,-0.3881,416
100+,NONPAYER,Red,1,1117.0,942.0,1200,0.9308,0.785,0.1458,188
100+,NONPAYER,Red,2,1096.0,994.0,1200,0.9133,0.8283,0.085,216
100+,NONPAYER,Red,3,1066.0,1067.0,1200,0.8883,0.8892,-0.0008,235
100+,NONPAYER,Red,4,929.0,943.0,1200,0.7742,0.7858,-0.0117,242
100+,NONPAYER,Red,5,1046.0,1069.0,1200,0.8717,0.8908,-0.0192,239
100+,NONPAYER,Red,6,710.0,764.0,1200,0.5917,0.6367,-0.045,232
100+,NONPAYER,Red,7,673.0,758.0,1200,0.5608,0.6317,-0.0708,235
100+,NONPAYER,Red,8,1132.0,907.0,1200,0.9433,0.7558,0.1875,229
100+,NONPAYER,Red,9,982.0,838.0,1200,0.8183,0.6983,0.12,234
100+,NONPAYER,Red,10,967.0,833.0,1200,0.8058,0.6942,0.1117,255
100+,NONPAYER,Red,11,1039.0,829.0,1200,0.8658,0.6908,0.175,277
100+,NONPAYER,Red,12,1190.0,1156.0,1200,0.9917,0.9633,0.0283,292
100+,NONPAYER,Red,13,1057.0,1077.0,1200,0.8808,0.8975,-0.0167,318
100+,NONPAYER,Red,14,1102.0,1059.0,1200,0.9183,0.8825,0.0358,331
100+,NONPAYER,Red,15,1811.0,1472.0,1200,1.5092,1.2267,0.2825,342
100+,NONPAYER,Red,16,1507.0,1339.0,1200,1.2558,1.1158,0.14,360
100+,NONPAYER,Red,17,1370.0,1335.0,1200,1.1417,1.1125,0.0292,373
100+,NONPAYER,Red,18,1491.0,1560.0,1200,1.2425,1.3,-0.0575,419
100+,NONPAYER,Red,19,1593.0,1449.0,1200,1.3275,1.2075,0.12,431
100+,NONPAYER,Red,20,1056.0,1157.0,1200,0.88,0.9642,-0.0842,430
100+,NONPAYER,Red,21,935.0,962.0,1200,0.7792,0.8017,-0.0225,416
100+,NONPAYER,Chuck,1,1139.0,832.0,1200,0.9492,0.6933,0.2558,188
100+,NONPAYER,Chuck,2,1162.0,1019.0,1200,0.9683,0.8492,0.1192,216
100+,NONPAYER,Chuck,3,1146.0,1089.0,1200,0.955,0.9075,0.0475,235
100+,NONPAYER,Chuck,4,1047.0,928.0,1200,0.8725,0.7733,0.0992,242
100+,NONPAYER,Chuck,5,1154.0,1018.0,1200,0.9617,0.8483,0.1133,239
100+,NONPAYER,Chuck,6,776.0,795.0,1200,0.6467,0.6625,-0.0158,232
100+,NONPAYER,Chuck,7,768.0,731.0,1200,0.64,0.6092,0.0308,235
100+,NONPAYER,Chuck,8,1130.0,781.0,1200,0.9417,0.6508,0.2908,229
100+,NONPAYER,Chuck,9,1094.0,857.0,1200,0.9117,0.7142,0.1975,234
100+,NONPAYER,Chuck,10,1085.0,850.0,1200,0.9042,0.7083,0.1958,255
100+,NONPAYER,Chuck,11,1138.0,828.0,1200,0.9483,0.69,0.2583,277
100+,NONPAYER,Chuck,12,1352.0,1203.0,1200,1.1267,1.0025,0.1242,292
100+,NONPAYER,Chuck,13,1192.0,1120.0,1200,0.9933,0.9333,0.06,318
100+,NONPAYER,Chuck,14,1272.0,1145.0,1200,1.06,0.9542,0.1058,331
100+,NONPAYER,Chuck,15,1865.0,1329.0,1200,1.5542,1.1075,0.4467,342
100+,NONPAYER,Chuck,16,1509.0,1360.0,1200,1.2575,1.1333,0.1242,360
100+,NONPAYER,Chuck,17,1578.0,1414.0,1200,1.315,1.1783,0.1367,373
100+,NONPAYER,Chuck,18,1671.0,1538.0,1200,1.3925,1.2817,0.1108,419
100+,NONPAYER,Chuck,19,1877.0,1555.0,1200,1.5642,1.2958,0.2683,431
100+,NONPAYER,Chuck,20,1204.0,1210.0,1200,1.0033,1.0083,-0.005,430
100+,NONPAYER,Chuck,21,1045.0,1052.0,1200,0.8708,0.8767,-0.0058,416
100+,NONPAYER,Bomb,1,850.0,560.0,1199,0.7089,0.4671,0.2419,188
100+,NONPAYER,Bomb,2,839.0,659.0,1199,0.6997,0.5496,0.1501,216
100+,NONPAYER,Bomb,3,951.0,791.0,1199,0.7932,0.6597,0.1334,235
100+,NONPAYER,Bomb,4,897.0,779.0,1199,0.7481,0.6497,0.0984,242
100+,NONPAYER,Bomb,5,778.0,728.0,1199,0.6489,0.6072,0.0417,239
100+,NONPAYER,Bomb,6,641.0,669.0,1199,0.5346,0.558,-0.0234,232
100+,NONPAYER,Bomb,7,578.0,580.0,1199,0.4821,0.4837,-0.0017,235
100+,NONPAYER,Bomb,8,922.0,588.0,1199,0.769,0.4904,0.2786,229
100+,NONPAYER,Bomb,9,859.0,552.0,1199,0.7164,0.4604,0.256,234
100+,NONPAYER,Bomb,10,879.0,642.0,1199,0.7331,0.5354,0.1977,255
100+,NONPAYER,Bomb,11,1026.0,665.0,1199,0.8557,0.5546,0.3011,277
100+,NONPAYER,Bomb,12,951.0,787.0,1199,0.7932,0.6564,0.1368,292
100+,NONPAYER,Bomb,13,916.0,910.0,1199,0.764,0.759,0.005,318
100+,NONPAYER,Bomb,14,952.0,893.0,1199,0.794,0.7448,0.0492,331
100+,NONPAYER,Bomb,15,1385.0,910.0,1199,1.1551,0.759,0.3962,342
100+,NONPAYER,Bomb,16,1152.0,907.0,1199,0.9608,0.7565,0.2043,360
100+,NONPAYER,Bomb,17,1248.0,961.0,1199,1.0409,0.8015,0.2394,373
