engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
E. 40-99,NONPAYER,Slingshot,count,Bomb's Ballet,11018,566,5.14,0.4,0.22,584.0,147368.0,0.053,1.0318,584.0,147368.0,0.053
E. 40-99,NONPAYER,Slingshot,count,River Rush,11018,2,0.02,0.0,0.0,2.0,147368.0,0.0002,1.0,2.0,147368.0,0.0002
E. 40-99,NONPAYER,UL Bomb,minutes,Bomb's Ballet,4585,2585,56.38,33.19,39.81,36925.0,111260.0,8.0534,14.2843,36925.0,111260.0,8.0534
E. 40-99,NONPAYER,UL Bomb,minutes,Jigsaw,4585,2549,55.59,31.25,38.03,34770.0,111260.0,7.5834,13.6406,34770.0,111260.0,7.5834
E. 40-99,NONPAYER,UL Bomb,minutes,Daily Gift,4585,964,21.03,26.18,13.52,29130.0,111260.0,6.3533,30.2178,29130.0,111260.0,6.3533
E. 40-99,NONPAYER,UL Bomb,minutes,Photoshoot,4585,617,13.46,8.43,7.88,9375.0,111260.0,2.0447,15.1945,9375.0,111260.0,2.0447
E. 40-99,NONPAYER,UL Bomb,minutes,Other,4585,24,0.52,0.74,0.5,825.0,111260.0,0.1799,34.375,825.0,111260.0,0.1799
E. 40-99,NONPAYER,UL Bomb,minutes,Season Pass (Free),4585,14,0.31,0.2,0.23,220.0,111260.0,0.048,15.7143,220.0,111260.0,0.048
E. 40-99,NONPAYER,UL Bomb,minutes,River Rush,4585,1,0.02,0.01,0.02,15.0,111260.0,0.0033,15.0,15.0,111260.0,0.0033
E. 40-99,NONPAYER,UL Chuck,minutes,Hatchling Hideaway,7982,5140,64.39,22.71,30.41,75460.0,332240.0,9.4538,14.6809,75460.0,332240.0,9.4538
E. 40-99,NONPAYER,UL Chuck,minutes,Daily Gift,7982,1211,15.17,22.1,8.63,73440.0,332240.0,9.2007,60.6441,73440.0,332240.0,9.2007
E. 40-99,NONPAYER,UL Chuck,minutes,Jigsaw,7982,3143,39.38,15.24,16.95,50640.0,332240.0,6.3443,16.112,50640.0,332240.0,6.3443
E. 40-99,NONPAYER,UL Chuck,minutes,Bomb's Ballet,7982,3075,38.52,13.62,16.05,45235.0,332240.0,5.6671,14.7106,45235.0,332240.0,5.6671
E. 40-99,NONPAYER,UL Chuck,minutes,Rainbow Maker,7982,2490,31.2,12.71,9.19,42230.0,332240.0,5.2907,16.9598,42230.0,332240.0,5.2907
E. 40-99,NONPAYER,UL Chuck,minutes,Season Pass (Free),7982,1661,20.81,8.25,12.95,27405.0,332240.0,3.4334,16.4991,27405.0,332240.0,3.4334
E. 40-99,NONPAYER,UL Chuck,minutes,Photoshoot,7982,1090,13.66,5.1,5.59,16950.0,332240.0,2.1235,15.5505,16950.0,332240.0,2.1235
E. 40-99,NONPAYER,UL Chuck,minutes,Other,7982,26,0.33,0.25,0.22,845.0,332240.0,0.1059,32.5,845.0,332240.0,0.1059
E. 40-99,NONPAYER,UL Chuck,minutes,River Rush,7982,3,0.04,0.01,0.02,35.0,332240.0,0.0044,11.6667,35.0,332240.0,0.0044
E. 40-99,NONPAYER,UL Red,minutes,Daily Gift,9769,2101,21.51,22.87,12.47,127560.0,557755.0,13.0576,60.7139,127560.0,557755.0,13.0576
E. 40-99,NONPAYER,UL Red,minutes,Rainbow Maker,9769,6462,66.15,21.41,24.86,119420.0,557755.0,12.2244,18.4803,119420.0,557755.0,12.2244
E. 40-99,NONPAYER,UL Red,minutes,Hatchling Hideaway,9769,5708,58.43,15.15,17.0,84480.0,557755.0,8.6478,14.8003,84480.0,557755.0,8.6478
E. 40-99,NONPAYER,UL Red,minutes,Season Pass (Free),9769,4426,45.31,14.9,19.47,83100.0,557755.0,8.5065,18.7754,83100.0,557755.0,8.5065
E. 40-99,NONPAYER,UL Red,minutes,Jigsaw,9769,3335,34.14,11.23,10.86,62620.0,557755.0,6.4101,18.7766,62620.0,557755.0,6.4101
E. 40-99,NONPAYER,UL Red,minutes,Bomb's Ballet,9769,3222,32.98,9.93,10.18,55380.0,557755.0,5.669,17.1881,55380.0,557755.0,5.669
E. 40-99,NONPAYER,UL Red,minutes,Photoshoot,9769,1569,16.06,4.36,5.01,24345.0,557755.0,2.4921,15.5163,24345.0,557755.0,2.4921
E. 40-99,NONPAYER,UL Red,minutes,Other,9769,25,0.26,0.15,0.15,840.0,557755.0,0.086,33.6,840.0,557755.0,0.086
E. 40-99,NONPAYER,UL Red,minutes,River Rush,9769,1,0.01,0.0,0.0,10.0,557755.0,0.001,10.0,10.0,557755.0,0.001
E. 40-99,NONPAYER,Unlimited Lives,minutes,Saga,11290,11215,99.34,48.03,44.85,7829035.0,16300200.0,693.4486,698.086,7829035.0,16300200.0,693.4486
E. 40-99,NONPAYER,Unlimited Lives,minutes,Core,11290,9250,81.93,9.16,9.68,1493460.0,16300200.0,132.2817,161.4551,1493460.0,16300200.0,132.2817
E. 40-99,NONPAYER,Unlimited Lives,minutes,Flock Flurry,11290,7662,67.87,8.8,9.18,1434980.0,16300200.0,127.1019,187.2853,1434980.0,16300200.0,127.1019
E. 40-99,NONPAYER,Unlimited Lives,minutes,Daily Gift,11290,7951,70.43,6.07,5.71,988640.0,16300200.0,87.5678,124.3416,988640.0,16300200.0,87.5678
E. 40-99,NONPAYER,Unlimited Lives,minutes,Rainbow Maker,11290,8026,71.09,5.79,6.17,943670.0,16300200.0,83.5846,117.5766,943670.0,16300200.0,83.5846
E. 40-99,NONPAYER,Unlimited Lives,minutes,Hatchling Hideaway,11290,7302,64.68,5.45,6.39,888450.0,16300200.0,78.6935,121.6721,888450.0,16300200.0,78.6935
E. 40-99,NONPAYER,Unlimited Lives,minutes,Daily Night Sky Prize,11290,8866,78.53,4.88,4.65,796230.0,16300200.0,70.5252,89.8071,796230.0,16300200.0,70.5252
E. 40-99,NONPAYER,Unlimited Lives,minutes,Season Pass (Free),11290,5254,46.54,2.35,3.79,382815.0,16300200.0,33.9074,72.8616,382815.0,16300200.0,33.9074
E. 40-99,NONPAYER,Unlimited Lives,minutes,Target Day,11290,5813,51.49,2.31,2.66,376680.0,16300200.0,33.364,64.7996,376680.0,16300200.0,33.364
E. 40-99,NONPAYER,Unlimited Lives,minutes,Jigsaw,11290,3117,27.61,1.66,1.45,270030.0,16300200.0,23.9176,86.6314,270030.0,16300200.0,23.9176
E. 40-99,NONPAYER,Unlimited Lives,minutes,Kite Festival,11290,4857,43.02,1.61,1.78,262675.0,16300200.0,23.2662,54.0817,262675.0,16300200.0,23.2662
E. 40-99,NONPAYER,Unlimited Lives,minutes,Bomb's Ballet,11290,3068,27.17,1.4,1.21,227820.0,16300200.0,20.1789,74.2568,227820.0,16300200.0,20.1789
E. 40-99,NONPAYER,Unlimited Lives,minutes,Photoshoot,11290,2329,20.63,1.35,1.29,219660.0,16300200.0,19.4562,94.3152,219660.0,16300200.0,19.4562
E. 40-99,NONPAYER,Unlimited Lives,minutes,Other,11290,2435,21.57,0.54,0.55,88040.0,16300200.0,7.7981,36.1561,88040.0,16300200.0,7.7981
E. 40-99,NONPAYER,Unlimited Lives,minutes,Ads,11290,2418,21.42,0.51,0.45,83135.0,16300200.0,7.3636,34.3817,83135.0,16300200.0,7.3636
E. 40-99,NONPAYER,Unlimited Lives,minutes,Flash Race,11290,279,2.47,0.09,0.19,14845.0,16300200.0,1.3149,53.2079,14845.0,16300200.0,1.3149
E. 40-99,NONPAYER,Unlimited Lives,minutes,River Rush,11290,2,0.02,0.0,0.0,35.0,16300200.0,0.0031,17.5,35.0,16300200.0,0.0031
E. 40-99,PAYER,Bomb,count,Saga,2694,2318,86.04,28.31,27.94,7492.0,26465.0,2.781,3.2321,7492.0,26465.0,2.781
E. 40-99,PAYER,Bomb,count,Other,2694,1873,69.52,13.92,16.52,3684.0,26465.0,1.3675,1.9669,3684.0,26465.0,1.3675
E. 40-99,PAYER,Bomb,count,Rainbow Maker,2694,1537,57.05,12.2,10.04,3230.0,26465.0,1.199,2.1015,3230.0,26465.0,1.199
E. 40-99,PAYER,Bomb,count,Season Pass (Free),2694,1264,46.92,10.68,10.26,2826.0,26465.0,1.049,2.2358,2826.0,26465.0,1.049
E. 40-99,PAYER,Bomb,count,Hatchling Hideaway,2694,1604,59.54,8.9,9.14,2356.0,26465.0,0.8745,1.4688,2356.0,26465.0,0.8745
E. 40-99,PAYER,Bomb,count,Flock Flurry,2694,1239,45.99,8.58,8.1,2270.0,26465.0,0.8426,1.8321,2270.0,26465.0,0.8426
E. 40-99,PAYER,Bomb,count,Core,2694,1135,42.13,5.77,5.82,1527.0,26465.0,0.5668,1.3454,1527.0,26465.0,0.5668
E. 40-99,PAYER,Bomb,count,Team Race,2694,825,30.62,4.22,5.15,1117.0,26465.0,0.4146,1.3539,1117.0,26465.0,0.4146
E. 40-99,PAYER,Bomb,count,Flash Race,2694,669,24.83,3.43,3.39,907.0,26465.0,0.3367,1.3558,907.0,26465.0,0.3367
E. 40-99,PAYER,Bomb,count,Target Day,2694,487,18.08,2.23,2.3,590.0,26465.0,0.219,1.2115,590.0,26465.0,0.219
E. 40-99,PAYER,Bomb,count,Kite Festival,2694,164,6.09,0.66,0.64,175.0,26465.0,0.065,1.0671,175.0,26465.0,0.065
E. 40-99,PAYER,Bomb,count,Jigsaw,2694,143,5.31,0.54,0.28,144.0,26465.0,0.0535,1.007,144.0,26465.0,0.0535
E. 40-99,PAYER,Bomb,count,Photoshoot,2694,71,2.64,0.28,0.25,75.0,26465.0,0.0278,1.0563,75.0,26465.0,0.0278
E. 40-99,PAYER,Bomb,count,Bomb's Ballet,2694,70,2.6,0.26,0.15,70.0,26465.0,0.026,1.0,70.0,26465.0,0.026
E. 40-99,PAYER,Bomb,count,River Rush,2694,2,0.07,0.01,0.01,2.0,26465.0,0.0007,1.0,2.0,26465.0,0.0007
E. 40-99,PAYER,Chuck,count,Saga,2753,2327,84.53,22.58,20.53,7491.0,33171.0,2.721,3.2192,7491.0,33171.0,2.721
E. 40-99,PAYER,Chuck,count,Rainbow Maker,2753,2037,73.99,15.56,16.11,5162.0,33171.0,1.875,2.5341,5162.0,33171.0,1.875
E. 40-99,PAYER,Chuck,count,Season Pass (Free),2753,1470,53.4,13.28,14.59,4405.0,33171.0,1.6001,2.9966,4405.0,33171.0,1.6001
E. 40-99,PAYER,Chuck,count,Other,2753,1877,68.18,11.12,10.58,3690.0,33171.0,1.3404,1.9659,3690.0,33171.0,1.3404
E. 40-99,PAYER,Chuck,count,Hatchling Hideaway,2753,1763,64.04,7.76,8.25,2574.0,33171.0,0.935,1.46,2574.0,33171.0,0.935
E. 40-99,PAYER,Chuck,count,Flock Flurry,2753,1239,45.01,6.84,6.04,2270.0,33171.0,0.8246,1.8321,2270.0,33171.0,0.8246
E. 40-99,PAYER,Chuck,count,Daily Night Sky Prize,2753,1373,49.87,5.88,7.47,1952.0,33171.0,0.709,1.4217,1952.0,33171.0,0.709
E. 40-99,PAYER,Chuck,count,Core,2753,1155,41.95,5.86,5.0,1943.0,33171.0,0.7058,1.6823,1943.0,33171.0,0.7058
E. 40-99,PAYER,Chuck,count,Bomb's Ballet,2753,831,30.19,2.57,2.79,853.0,33171.0,0.3098,1.0265,853.0,33171.0,0.3098
E. 40-99,PAYER,Chuck,count,Jigsaw,2753,795,28.88,2.54,2.63,844.0,33171.0,0.3066,1.0616,844.0,33171.0,0.3066
E. 40-99,PAYER,Chuck,count,Photoshoot,2753,575,20.89,1.79,2.0,594.0,33171.0,0.2158,1.033,594.0,33171.0,0.2158
E. 40-99,PAYER,Chuck,count,Target Day,2753,414,15.04,1.6,1.47,531.0,33171.0,0.1929,1.2826,531.0,33171.0,0.1929
E. 40-99,PAYER,Chuck,count,Flash Race,2753,345,12.53,1.2,1.1,397.0,33171.0,0.1442,1.1507,397.0,33171.0,0.1442
E. 40-99,PAYER,Chuck,count,Team Race,2753,305,11.08,1.0,1.07,331.0,33171.0,0.1202,1.0852,331.0,33171.0,0.1202
E. 40-99,PAYER,Chuck,count,Kite Festival,2753,129,4.69,0.4,0.37,132.0,33171.0,0.0479,1.0233,132.0,33171.0,0.0479
E. 40-99,PAYER,Chuck,count,Chuck Challenge,2753,1,0.04,0.01,0.01,2.0,33171.0,0.0007,2.0,2.0,33171.0,0.0007
E. 40-99,PAYER,Comet,count,Rainbow Maker,2557,1867,73.02,18.87,20.48,3516.0,18633.0,1.375,1.8832,3516.0,18633.0,1.375
E. 40-99,PAYER,Comet,count,Team Race,2557,1365,53.38,14.61,15.69,2723.0,18633.0,1.0649,1.9949,2723.0,18633.0,1.0649
E. 40-99,PAYER,Comet,count,Hatchling Hideaway,2557,1585,61.99,12.48,13.03,2325.0,18633.0,0.9093,1.4669,2325.0,18633.0,0.9093
E. 40-99,PAYER,Comet,count,Core,2557,1350,52.8,11.53,13.79,2149.0,18633.0,0.8404,1.5919,2149.0,18633.0,0.8404
E. 40-99,PAYER,Comet,count,Flash Race,2557,841,32.89,6.43,7.41,1199.0,18633.0,0.4689,1.4257,1199.0,18633.0,0.4689
E. 40-99,PAYER,Comet,count,Other,2557,779,30.47,6.21,4.79,1158.0,18633.0,0.4529,1.4865,1158.0,18633.0,0.4529
E. 40-99,PAYER,Comet,count,Target Day,2557,727,28.43,5.44,4.85,1014.0,18633.0,0.3966,1.3948,1014.0,18633.0,0.3966
E. 40-99,PAYER,Comet,count,Season Pass (Free),2557,375,14.67,5.2,4.35,969.0,18633.0,0.379,2.584,969.0,18633.0,0.379
E. 40-99,PAYER,Comet,count,Ads,2557,447,17.48,4.1,3.25,764.0,18633.0,0.2988,1.7092,764.0,18633.0,0.2988
E. 40-99,PAYER,Comet,count,Daily Night Sky Prize,2557,393,15.37,3.88,1.9,723.0,18633.0,0.2828,1.8397,723.0,18633.0,0.2828
E. 40-99,PAYER,Comet,count,Team Event,2557,400,15.64,3.03,3.07,564.0,18633.0,0.2206,1.41,564.0,18633.0,0.2206
E. 40-99,PAYER,Comet,count,Chuck Challenge,2557,299,11.69,1.81,1.75,337.0,18633.0,0.1318,1.1271,337.0,18633.0,0.1318
E. 40-99,PAYER,Comet,count,Red Challenge,2557,288,11.26,1.78,1.77,332.0,18633.0,0.1298,1.1528,332.0,18633.0,0.1298
E. 40-99,PAYER,Comet,count,Bomb Challenge,2557,241,9.43,1.48,1.58,276.0,18633.0,0.1079,1.1452,276.0,18633.0,0.1079
E. 40-99,PAYER,Comet,count,Daily Gift,2557,228,8.92,1.25,0.91,232.0,18633.0,0.0907,1.0175,232.0,18633.0,0.0907
E. 40-99,PAYER,Comet,count,Jigsaw,2557,143,5.59,0.77,0.39,144.0,18633.0,0.0563,1.007,144.0,18633.0,0.0563
E. 40-99,PAYER,Comet,count,Kite Festival,2557,106,4.15,0.63,0.54,118.0,18633.0,0.0461,1.1132,118.0,18633.0,0.0461
E. 40-99,PAYER,Comet,count,Bomb's Ballet,2557,70,2.74,0.38,0.21,70.0,18633.0,0.0274,1.0,70.0,18633.0,0.0274
E. 40-99,PAYER,Comet,count,Saga,2557,15,0.59,0.08,0.19,15.0,18633.0,0.0059,1.0,15.0,18633.0,0.0059
E. 40-99,PAYER,Comet,count,River Rush,2557,4,0.16,0.03,0.03,5.0,18633.0,0.002,1.25,5.0,18633.0,0.002
E. 40-99,PAYER,HC,HC,Daily Night Sky Prize,2795,2319,82.97,23.87,19.35,933360.0,3910416.93,333.9392,402.4838,933360.0,3972326.0,333.9392
E. 40-99,PAYER,HC,HC,Core,2795,2420,86.58,12.0,13.2,469330.0,3910416.93,167.9177,193.938,469330.0,3972326.0,167.9177
E. 40-99,PAYER,HC,HC,Saga,2795,2742,98.1,11.52,12.21,450535.0,3910416.93,161.1932,164.3089,450535.0,3972326.0,161.1932
E. 40-99,PAYER,HC,HC,Daily Gift,2795,2400,85.87,5.41,6.05,211700.0,3910416.93,75.7424,88.2083,211700.0,3972326.0,75.7424
E. 40-99,PAYER,HC,HC,Team Race,2795,1389,49.7,5.23,6.52,204330.0,3910416.93,73.1055,147.1058,204330.0,3972326.0,73.1055
E. 40-99,PAYER,HC,HC,Other,2795,1541,55.13,4.99,4.48,195016.0,3910416.93,69.7732,126.5516,195016.0,3972326.0,69.7732
E. 40-99,PAYER,HC,HC,Rainbow Maker,2795,2231,79.82,4.61,5.45,180200.93,3910416.93,64.4726,80.7714,242110.0,3972326.0,86.6225
E. 40-99,PAYER,HC,HC,Season Pass (Free),2795,1854,66.33,4.52,6.36,176740.0,3910416.93,63.2343,95.329,176740.0,3972326.0,63.2343
E. 40-99,PAYER,HC,HC,Team Event,2795,1230,44.01,4.4,4.16,171940.0,3910416.93,61.517,139.7886,171940.0,3972326.0,61.517
E. 40-99,PAYER,HC,HC,Target Day,2795,1319,47.19,4.08,3.72,159550.0,3910416.93,57.0841,120.9629,159550.0,3972326.0,57.0841
E. 40-99,PAYER,HC,HC,Hatchling Hideaway,2795,1941,69.45,2.93,3.07,114620.0,3910416.93,41.0089,59.052,114620.0,3972326.0,41.0089
E. 40-99,PAYER,HC,HC,Red Challenge,2795,627,22.43,2.6,2.44,101550.0,3910416.93,36.3327,161.9617,101550.0,3972326.0,36.3327
E. 40-99,PAYER,HC,HC,Chuck Challenge,2795,582,20.82,2.56,2.07,100250.0,3910416.93,35.8676,172.2509,100250.0,3972326.0,35.8676
E. 40-99,PAYER,HC,HC,Kite Festival,2795,516,18.46,2.48,1.91,96825.0,3910416.93,34.6422,187.6453,96825.0,3972326.0,34.6422
E. 40-99,PAYER,HC,HC,Flash Race,2795,1515,54.2,2.44,2.78,95550.0,3910416.93,34.186,63.0693,95550.0,3972326.0,34.186
E. 40-99,PAYER,HC,HC,Bomb Challenge,2795,516,18.46,2.18,2.08,85100.0,3910416.93,30.4472,164.9225,85100.0,3972326.0,30.4472
E. 40-99,PAYER,HC,HC,Ads,2795,1207,43.18,1.91,1.9,74675.0,3910416.93,26.7174,61.8683,74675.0,3972326.0,26.7174
E. 40-99,PAYER,HC,HC,Jigsaw,2795,763,27.3,0.93,0.84,36325.0,3910416.93,12.9964,47.6081,36325.0,3972326.0,12.9964
E. 40-99,PAYER,HC,HC,Bomb's Ballet,2795,806,28.84,0.81,0.78,31850.0,3910416.93,11.3953,39.5161,31850.0,3972326.0,11.3953
E. 40-99,PAYER,HC,HC,Photoshoot,2795,491,17.57,0.53,0.62,20625.0,3910416.93,7.3792,42.0061,20625.0,3972326.0,7.3792
E. 40-99,PAYER,HC,HC,River Rush,2795,4,0.14,0.01,0.01,345.0,3910416.93,0.1234,86.25,345.0,3972326.0,0.1234
E. 40-99,PAYER,Red,count,Saga,2750,2323,84.47,21.83,19.92,7517.0,34436.0,2.7335,3.2359,7517.0,34436.0,2.7335
E. 40-99,PAYER,Red,count,Rainbow Maker,2750,2170,78.91,17.81,18.06,6132.0,34436.0,2.2298,2.8258,6132.0,34436.0,2.2298
E. 40-99,PAYER,Red,count,Daily Night Sky Prize,2750,1936,70.4,12.69,13.15,4371.0,34436.0,1.5895,2.2577,4371.0,34436.0,1.5895
E. 40-99,PAYER,Red,count,Season Pass (Free),2750,1196,43.49,10.44,11.33,3594.0,34436.0,1.3069,3.005,3594.0,34436.0,1.3069
E. 40-99,PAYER,Red,count,Other,2750,1877,68.25,9.93,10.43,3419.0,34436.0,1.2433,1.8215,3419.0,34436.0,1.2433
E. 40-99,PAYER,Red,count,Hatchling Hideaway,2750,1844,67.05,7.88,8.84,2713.0,34436.0,0.9865,1.4713,2713.0,34436.0,0.9865
E. 40-99,PAYER,Red,count,Flock Flurry,2750,1239,45.05,6.59,5.82,2270.0,34436.0,0.8255,1.8321,2270.0,34436.0,0.8255
E. 40-99,PAYER,Red,count,Core,2750,1147,41.71,5.13,5.04,1765.0,34436.0,0.6418,1.5388,1765.0,34436.0,0.6418
E. 40-99,PAYER,Red,count,Jigsaw,2750,622,22.62,1.91,1.65,659.0,34436.0,0.2396,1.0595,659.0,34436.0,0.2396
E. 40-99,PAYER,Red,count,Bomb's Ballet,2750,593,21.56,1.75,1.43,602.0,34436.0,0.2189,1.0152,602.0,34436.0,0.2189
E. 40-99,PAYER,Red,count,Target Day,2750,441,16.04,1.53,1.67,527.0,34436.0,0.1916,1.195,527.0,34436.0,0.1916
E. 40-99,PAYER,Red,count,Photoshoot,2750,326,11.85,0.97,1.14,333.0,34436.0,0.1211,1.0215,333.0,34436.0,0.1211
E. 40-99,PAYER,Red,count,Flash Race,2750,192,6.98,0.65,0.54,223.0,34436.0,0.0811,1.1615,223.0,34436.0,0.0811
E. 40-99,PAYER,Red,count,Team Race,2750,162,5.89,0.51,0.62,177.0,34436.0,0.0644,1.0926,177.0,34436.0,0.0644
E. 40-99,PAYER,Red,count,Kite Festival,2750,121,4.4,0.38,0.35,131.0,34436.0,0.0476,1.0826,131.0,34436.0,0.0476
E. 40-99,PAYER,Red,count,River Rush,2750,3,0.11,0.01,0.01,3.0,34436.0,0.0011,1.0,3.0,34436.0,0.0011
E. 40-99,PAYER,SPT,count,Core,2738,2446,89.34,70.59,64.0,4352410.0,6166089.19,1589.6311,1779.399,4352410.0,6225718.0,1589.6311
E. 40-99,PAYER,SPT,count,Rainbow Maker,2738,2213,80.83,18.8,22.1,1159026.19,6166089.19,423.3112,523.7353,1218655.0,6225718.0,445.0895
E. 40-99,PAYER,SPT,count,Other,2738,1676,61.21,3.57,4.37,220275.0,6166089.19,80.4511,131.429,220275.0,6225718.0,80.4511
E. 40-99,PAYER,SPT,count,Flash Race,2738,1682,61.43,3.43,5.15,211760.0,6166089.19,77.3411,125.8977,211760.0,6225718.0,77.3411
E. 40-99,PAYER,SPT,count,Kite Festival,2738,1024,37.4,2.93,3.46,180400.0,6166089.19,65.8875,176.1719,180400.0,6225718.0,65.8875
E. 40-99,PAYER,SPT,count,Flock Flurry,2738,1168,42.66,0.68,0.89,41720.0,6166089.19,15.2374,35.7192,41720.0,6225718.0,15.2374
E. 40-99,PAYER,SPT,count,Season Pass (Free),2738,12,0.44,0.01,0.02,498.0,6166089.19,0.1819,41.5,498.0,6225718.0,0.1819
E. 40-99,PAYER,SPTx2,minutes,Rainbow Maker,1646,1644,99.88,99.68,99.77,46930.0,47080.0,28.5115,28.5462,46930.0,47080.0,28.5115
E. 40-99,PAYER,SPTx2,minutes,Daily Gift,1646,6,0.36,0.29,0.22,135.0,47080.0,0.082,22.5,135.0,47080.0,0.082
E. 40-99,PAYER,SPTx2,minutes,River Rush,1646,1,0.06,0.03,0.01,15.0,47080.0,0.0091,15.0,15.0,47080.0,0.0091
E. 40-99,PAYER,Shuffle,count,Saga,2740,2326,84.89,21.27,21.24,7440.0,34980.0,2.7153,3.1986,7440.0,34980.0,2.7153
E. 40-99,PAYER,Shuffle,count,Rainbow Maker,2740,2076,75.77,15.88,16.57,5554.0,34980.0,2.027,2.6753,5554.0,34980.0,2.027
E. 40-99,PAYER,Shuffle,count,Core,2740,1903,69.45,14.71,14.4,5145.0,34980.0,1.8777,2.7036,5145.0,34980.0,1.8777
E. 40-99,PAYER,Shuffle,count,Season Pass (Free),2740,1337,48.8,7.19,8.44,2515.0,34980.0,0.9179,1.8811,2515.0,34980.0,0.9179
E. 40-99,PAYER,Shuffle,count,Hatchling Hideaway,2740,1459,53.25,6.13,5.62,2145.0,34980.0,0.7828,1.4702,2145.0,34980.0,0.7828
E. 40-99,PAYER,Shuffle,count,Daily Gift,2740,1324,48.32,5.31,5.12,1858.0,34980.0,0.6781,1.4033,1858.0,34980.0,0.6781
E. 40-99,PAYER,Shuffle,count,Team Race,2740,1131,41.28,4.9,6.13,1714.0,34980.0,0.6255,1.5155,1714.0,34980.0,0.6255
E. 40-99,PAYER,Shuffle,count,Other,2740,955,34.85,4.8,4.19,1680.0,34980.0,0.6131,1.7592,1680.0,34980.0,0.6131
E. 40-99,PAYER,Shuffle,count,Ads,2740,699,25.51,4.52,3.49,1582.0,34980.0,0.5774,2.2632,1582.0,34980.0,0.5774
E. 40-99,PAYER,Shuffle,count,Flash Race,2740,746,27.23,2.9,3.18,1016.0,34980.0,0.3708,1.3619,1016.0,34980.0,0.3708
E. 40-99,PAYER,Shuffle,count,Team Event,2740,366,13.36,2.67,2.18,934.0,34980.0,0.3409,2.5519,934.0,34980.0,0.3409
E. 40-99,PAYER,Shuffle,count,Target Day,2740,667,24.34,2.42,2.35,847.0,34980.0,0.3091,1.2699,847.0,34980.0,0.3091
E. 40-99,PAYER,Shuffle,count,Red Challenge,2740,581,21.2,2.08,2.05,728.0,34980.0,0.2657,1.253,728.0,34980.0,0.2657
E. 40-99,PAYER,Shuffle,count,Chuck Challenge,2740,534,19.49,1.92,1.7,673.0,34980.0,0.2456,1.2603,673.0,34980.0,0.2456
E. 40-99,PAYER,Shuffle,count,Bomb Challenge,2740,503,18.36,1.72,1.99,602.0,34980.0,0.2197,1.1968,602.0,34980.0,0.2197
E. 40-99,PAYER,Shuffle,count,Kite Festival,2740,326,11.9,1.05,0.91,368.0,34980.0,0.1343,1.1288,368.0,34980.0,0.1343
E. 40-99,PAYER,Shuffle,count,Photoshoot,2740,103,3.76,0.3,0.29,104.0,34980.0,0.038,1.0097,104.0,34980.0,0.038
E. 40-99,PAYER,Shuffle,count,Bomb's Ballet,2740,71,2.59,0.2,0.12,71.0,34980.0,0.0259,1.0,71.0,34980.0,0.0259
E. 40-99,PAYER,Shuffle,count,River Rush,2740,3,0.11,0.01,0.02,4.0,34980.0,0.0015,1.3333,4.0,34980.0,0.0015
E. 40-99,PAYER,Slingshot,count,Rainbow Maker,2765,2134,77.18,22.12,23.81,8923.0,40344.0,3.2271,4.1813,8923.0,40344.0,3.2271
E. 40-99,PAYER,Slingshot,count,Saga,2765,2270,82.1,18.31,17.52,7385.0,40344.0,2.6709,3.2533,7385.0,40344.0,2.6709
E. 40-99,PAYER,Slingshot,count,Core,2765,1612,58.3,8.4,8.2,3387.0,40344.0,1.225,2.1011,3387.0,40344.0,1.225
E. 40-99,PAYER,Slingshot,count,Daily Night Sky Prize,2765,1579,57.11,6.63,9.54,2675.0,40344.0,0.9675,1.6941,2675.0,40344.0,0.9675
E. 40-99,PAYER,Slingshot,count,Daily Gift,2765,1442,52.15,6.04,5.63,2438.0,40344.0,0.8817,1.6907,2438.0,40344.0,0.8817
E. 40-99,PAYER,Slingshot,count,Flock Flurry,2765,1239,44.81,5.63,5.07,2270.0,40344.0,0.821,1.8321,2270.0,40344.0,0.821
E. 40-99,PAYER,Slingshot,count,Hatchling Hideaway,2765,1286,46.51,4.67,3.82,1885.0,40344.0,0.6817,1.4658,1885.0,40344.0,0.6817
E. 40-99,PAYER,Slingshot,count,Season Pass (Free),2765,993,35.91,4.65,4.69,1875.0,40344.0,0.6781,1.8882,1875.0,40344.0,0.6781
E. 40-99,PAYER,Slingshot,count,Team Event,2765,945,34.18,4.6,4.51,1854.0,40344.0,0.6705,1.9619,1854.0,40344.0,0.6705
E. 40-99,PAYER,Slingshot,count,Other,2765,913,33.02,4.52,3.46,1822.0,40344.0,0.659,1.9956,1822.0,40344.0,0.659
E. 40-99,PAYER,Slingshot,count,Ads,2765,754,27.27,4.19,3.38,1689.0,40344.0,0.6108,2.2401,1689.0,40344.0,0.6108
E. 40-99,PAYER,Slingshot,count,Team Race,2765,691,24.99,2.18,2.54,878.0,40344.0,0.3175,1.2706,878.0,40344.0,0.3175
E. 40-99,PAYER,Slingshot,count,Target Day,2765,627,22.68,2.03,1.92,820.0,40344.0,0.2966,1.3078,820.0,40344.0,0.2966
E. 40-99,PAYER,Slingshot,count,Flash Race,2765,518,18.73,1.71,1.72,688.0,40344.0,0.2488,1.3282,688.0,40344.0,0.2488
