engagement_segment,payer_flag,resource,unit,category,resource_earners,recipients,recipient_rate_pct,pct_of_resource_pool,mean_share_all_earners_pct,category_amount,resource_pool_amount,amount_per_earner,amount_per_recipient,category_amount_uncorrected,resource_pool_amount_uncorrected,amount_per_earner_uncorrected
A. 0,PAYER,Red,count,Rainbow Maker,2882,175,6.07,4.23,4.47,196.0,4636.0,0.068,1.12,196.0,4636.0,0.068
A. 0,PAYER,Red,count,Team Race,2882,160,5.55,3.69,3.98,171.0,4636.0,0.0593,1.0688,171.0,4636.0,0.0593
A. 0,PAYER,Red,count,Daily Night Sky Prize,2882,34,1.18,0.8,0.61,37.0,4636.0,0.0128,1.0882,37.0,4636.0,0.0128
A. 0,PAYER,Red,count,Kite Festival,2882,29,1.01,0.63,0.65,29.0,4636.0,0.0101,1.0,29.0,4636.0,0.0101
A. 0,PAYER,Red,count,Flash Race,2882,19,0.66,0.41,0.53,19.0,4636.0,0.0066,1.0,19.0,4636.0,0.0066
A. 0,PAYER,Red,count,Saga,2882,17,0.59,0.39,0.52,18.0,4636.0,0.0062,1.0588,18.0,4636.0,0.0062
A. 0,PAYER,Red,count,Jigsaw,2882,10,0.35,0.24,0.2,11.0,4636.0,0.0038,1.1,11.0,4636.0,0.0038
A. 0,PAYER,Red,count,Bomb's Ballet,2882,5,0.17,0.11,0.07,5.0,4636.0,0.0017,1.0,5.0,4636.0,0.0017
A. 0,PAYER,Red,count,Core,2882,4,0.14,0.09,0.08,4.0,4636.0,0.0014,1.0,4.0,4636.0,0.0014
A. 0,PAYER,Red,count,Photoshoot,2882,1,0.03,0.02,0.01,1.0,4636.0,0.0003,1.0,1.0,4636.0,0.0003
A. 0,PAYER,SPT,count,Other,1895,1281,67.6,62.21,62.99,70000.0,112514.6,36.9393,54.6448,70000.0,113615.0,36.9393
A. 0,PAYER,SPT,count,Kite Festival,1895,230,12.14,16.96,10.56,19080.0,112514.6,10.0686,82.9565,19080.0,113615.0,10.0686
A. 0,PAYER,SPT,count,Rainbow Maker,1895,330,17.41,10.81,13.92,12159.6,112514.6,6.4167,36.8473,13260.0,113615.0,6.9974
A. 0,PAYER,SPT,count,Flash Race,1895,154,8.13,6.95,7.06,7815.0,112514.6,4.124,50.7468,7815.0,113615.0,4.124
A. 0,PAYER,SPT,count,Flock Flurry,1895,161,8.5,3.08,5.48,3460.0,112514.6,1.8259,21.4907,3460.0,113615.0,1.8259
A. 0,PAYER,SPTx2,minutes,Rainbow Maker,93,92,98.92,98.54,98.92,1010.0,1025.0,10.8602,10.9783,1010.0,1025.0,10.8602
A. 0,PAYER,SPTx2,minutes,Daily Gift,93,1,1.08,1.46,1.08,15.0,1025.0,0.1613,15.0,15.0,1025.0,0.1613
A. 0,PAYER,Shuffle,count,Daily Gift,3084,1750,56.74,41.28,44.2,2513.0,6088.0,0.8149,1.436,2513.0,6088.0,0.8149
A. 0,PAYER,Shuffle,count,Ads,3084,757,24.55,20.83,16.86,1268.0,6088.0,0.4112,1.675,1268.0,6088.0,0.4112
A. 0,PAYER,Shuffle,count,Team Race,3084,701,22.73,14.57,16.08,887.0,6088.0,0.2876,1.2653,887.0,6088.0,0.2876
A. 0,PAYER,Shuffle,count,Team Event,3084,211,6.84,9.26,5.46,564.0,6088.0,0.1829,2.673,564.0,6088.0,0.1829
A. 0,PAYER,Shuffle,count,Season Pass (Free),3084,181,5.87,3.3,4.02,201.0,6088.0,0.0652,1.1105,201.0,6088.0,0.0652
A. 0,PAYER,Shuffle,count,Bomb Challenge,3084,136,4.41,2.41,3.07,147.0,6088.0,0.0477,1.0809,147.0,6088.0,0.0477
A. 0,PAYER,Shuffle,count,Red Challenge,3084,95,3.08,1.63,2.13,99.0,6088.0,0.0321,1.0421,99.0,6088.0,0.0321
A. 0,PAYER,Shuffle,count,Chuck Challenge,3084,92,2.98,1.61,2.07,98.0,6088.0,0.0318,1.0652,98.0,6088.0,0.0318
A. 0,PAYER,Shuffle,count,Other,3084,63,2.04,1.28,1.41,78.0,6088.0,0.0253,1.2381,78.0,6088.0,0.0253
A. 0,PAYER,Shuffle,count,Target Day,3084,62,2.01,1.03,1.36,63.0,6088.0,0.0204,1.0161,63.0,6088.0,0.0204
A. 0,PAYER,Shuffle,count,Rainbow Maker,3084,49,1.59,0.85,0.98,52.0,6088.0,0.0169,1.0612,52.0,6088.0,0.0169
A. 0,PAYER,Shuffle,count,Hatchling Hideaway,3084,39,1.26,0.69,0.75,42.0,6088.0,0.0136,1.0769,42.0,6088.0,0.0136
A. 0,PAYER,Shuffle,count,Flash Race,3084,33,1.07,0.54,0.84,33.0,6088.0,0.0107,1.0,33.0,6088.0,0.0107
A. 0,PAYER,Shuffle,count,Saga,3084,15,0.49,0.26,0.34,16.0,6088.0,0.0052,1.0667,16.0,6088.0,0.0052
A. 0,PAYER,Shuffle,count,Kite Festival,3084,13,0.42,0.21,0.2,13.0,6088.0,0.0042,1.0,13.0,6088.0,0.0042
A. 0,PAYER,Shuffle,count,Core,3084,12,0.39,0.2,0.2,12.0,6088.0,0.0039,1.0,12.0,6088.0,0.0039
A. 0,PAYER,Shuffle,count,River Rush,3084,1,0.03,0.02,0.03,1.0,6088.0,0.0003,1.0,1.0,6088.0,0.0003
A. 0,PAYER,Shuffle,count,Bomb's Ballet,3084,1,0.03,0.02,0.01,1.0,6088.0,0.0003,1.0,1.0,6088.0,0.0003
A. 0,PAYER,Slingshot,count,Daily Gift,3816,2169,56.84,39.89,40.75,3493.0,8757.0,0.9154,1.6104,3493.0,8757.0,0.9154
A. 0,PAYER,Slingshot,count,Ads,3816,772,20.23,15.68,11.64,1373.0,8757.0,0.3598,1.7785,1373.0,8757.0,0.3598
A. 0,PAYER,Slingshot,count,Team Event,3816,747,19.58,14.64,12.54,1282.0,8757.0,0.336,1.7162,1282.0,8757.0,0.336
A. 0,PAYER,Slingshot,count,Team Race,3816,624,16.35,8.66,10.09,758.0,8757.0,0.1986,1.2147,758.0,8757.0,0.1986
A. 0,PAYER,Slingshot,count,Bomb Challenge,3816,285,7.47,3.48,4.23,305.0,8757.0,0.0799,1.0702,305.0,8757.0,0.0799
A. 0,PAYER,Slingshot,count,Red Challenge,3816,256,6.71,3.12,3.99,273.0,8757.0,0.0715,1.0664,273.0,8757.0,0.0715
A. 0,PAYER,Slingshot,count,Chuck Challenge,3816,235,6.16,2.84,3.51,249.0,8757.0,0.0653,1.0596,249.0,8757.0,0.0653
A. 0,PAYER,Slingshot,count,Target Day,3816,234,6.13,2.81,3.82,246.0,8757.0,0.0645,1.0513,246.0,8757.0,0.0645
A. 0,PAYER,Slingshot,count,Rainbow Maker,3816,173,4.53,2.79,2.61,244.0,8757.0,0.0639,1.4104,244.0,8757.0,0.0639
A. 0,PAYER,Slingshot,count,Flock Flurry,3816,203,5.32,2.51,2.61,220.0,8757.0,0.0577,1.0837,220.0,8757.0,0.0577
A. 0,PAYER,Slingshot,count,Other,3816,123,3.22,1.61,1.95,141.0,8757.0,0.0369,1.1463,141.0,8757.0,0.0369
A. 0,PAYER,Slingshot,count,Season Pass (Free),3816,46,1.21,0.65,0.78,57.0,8757.0,0.0149,1.2391,57.0,8757.0,0.0149
A. 0,PAYER,Slingshot,count,Kite Festival,3816,45,1.18,0.55,0.62,48.0,8757.0,0.0126,1.0667,48.0,8757.0,0.0126
A. 0,PAYER,Slingshot,count,Flash Race,3816,26,0.68,0.31,0.37,27.0,8757.0,0.0071,1.0385,27.0,8757.0,0.0071
A. 0,PAYER,Slingshot,count,Hatchling Hideaway,3816,16,0.42,0.19,0.19,17.0,8757.0,0.0045,1.0625,17.0,8757.0,0.0045
A. 0,PAYER,Slingshot,count,Daily Night Sky Prize,3816,10,0.26,0.13,0.1,11.0,8757.0,0.0029,1.1,11.0,8757.0,0.0029
A. 0,PAYER,Slingshot,count,Saga,3816,6,0.16,0.08,0.12,7.0,8757.0,0.0018,1.1667,7.0,8757.0,0.0018
A. 0,PAYER,Slingshot,count,Core,3816,5,0.13,0.07,0.08,6.0,8757.0,0.0016,1.2,6.0,8757.0,0.0016
A. 0,PAYER,UL Bomb,minutes,Daily Gift,194,158,81.44,91.55,81.44,5310.0,5800.0,27.3711,33.6076,5310.0,5800.0,27.3711
A. 0,PAYER,UL Bomb,minutes,Season Pass (Free),194,16,8.25,3.28,8.25,190.0,5800.0,0.9794,11.875,190.0,5800.0,0.9794
A. 0,PAYER,UL Bomb,minutes,Other,194,5,2.58,2.59,2.58,150.0,5800.0,0.7732,30.0,150.0,5800.0,0.7732
A. 0,PAYER,UL Bomb,minutes,Jigsaw,194,10,5.15,1.72,5.15,100.0,5800.0,0.5155,10.0,100.0,5800.0,0.5155
A. 0,PAYER,UL Bomb,minutes,Bomb's Ballet,194,5,2.58,0.86,2.58,50.0,5800.0,0.2577,10.0,50.0,5800.0,0.2577
A. 0,PAYER,UL Chuck,minutes,Daily Gift,487,161,33.06,66.92,32.52,10380.0,15510.0,21.3142,64.472,10380.0,15510.0,21.3142
A. 0,PAYER,UL Chuck,minutes,Season Pass (Free),487,216,44.35,22.82,42.05,3540.0,15510.0,7.269,16.3889,3540.0,15510.0,7.269
A. 0,PAYER,UL Chuck,minutes,Jigsaw,487,83,17.04,6.19,16.43,960.0,15510.0,1.9713,11.5663,960.0,15510.0,1.9713
A. 0,PAYER,UL Chuck,minutes,Bomb's Ballet,487,26,5.34,1.71,5.0,265.0,15510.0,0.5441,10.1923,265.0,15510.0,0.5441
A. 0,PAYER,UL Chuck,minutes,Other,487,5,1.03,0.97,0.89,150.0,15510.0,0.308,30.0,150.0,15510.0,0.308
A. 0,PAYER,UL Chuck,minutes,Hatchling Hideaway,487,14,2.87,0.97,2.49,150.0,15510.0,0.308,10.7143,150.0,15510.0,0.308
A. 0,PAYER,UL Chuck,minutes,Rainbow Maker,487,3,0.62,0.32,0.5,50.0,15510.0,0.1027,16.6667,50.0,15510.0,0.1027
A. 0,PAYER,UL Chuck,minutes,Photoshoot,487,1,0.21,0.1,0.12,15.0,15510.0,0.0308,15.0,15.0,15510.0,0.0308
A. 0,PAYER,UL Red,minutes,Daily Gift,775,188,24.26,62.38,23.88,12660.0,20295.0,16.3355,67.3404,12660.0,20295.0,16.3355
A. 0,PAYER,UL Red,minutes,Season Pass (Free),775,358,46.19,21.46,43.93,4355.0,20295.0,5.6194,12.1648,4355.0,20295.0,5.6194
A. 0,PAYER,UL Red,minutes,Jigsaw,775,147,18.97,8.99,17.56,1825.0,20295.0,2.3548,12.415,1825.0,20295.0,2.3548
A. 0,PAYER,UL Red,minutes,Bomb's Ballet,775,57,7.35,2.96,6.76,600.0,20295.0,0.7742,10.5263,600.0,20295.0,0.7742
A. 0,PAYER,UL Red,minutes,Rainbow Maker,775,32,4.13,1.82,3.93,370.0,20295.0,0.4774,11.5625,370.0,20295.0,0.4774
A. 0,PAYER,UL Red,minutes,Hatchling Hideaway,775,27,3.48,1.43,3.11,290.0,20295.0,0.3742,10.7407,290.0,20295.0,0.3742
A. 0,PAYER,UL Red,minutes,Other,775,5,0.65,0.74,0.58,150.0,20295.0,0.1935,30.0,150.0,20295.0,0.1935
A. 0,PAYER,UL Red,minutes,Photoshoot,775,3,0.39,0.22,0.25,45.0,20295.0,0.0581,15.0,45.0,20295.0,0.0581
A. 0,PAYER,Unlimited Lives,minutes,Daily Gift,5190,3540,68.21,44.18,44.76,241930.0,547626.0,46.6146,68.3418,241930.0,547626.0,46.6146
A. 0,PAYER,Unlimited Lives,minutes,Flock Flurry,5190,1764,33.99,30.02,24.29,164380.0,547626.0,31.6724,93.1859,164380.0,547626.0,31.6724
A. 0,PAYER,Unlimited Lives,minutes,Hatchling Hideaway,5190,776,14.95,9.36,8.82,51270.0,547626.0,9.8786,66.0696,51270.0,547626.0,9.8786
A. 0,PAYER,Unlimited Lives,minutes,Season Pass (Free),5190,568,10.94,5.42,5.92,29655.0,547626.0,5.7139,52.2095,29655.0,547626.0,5.7139
A. 0,PAYER,Unlimited Lives,minutes,Ads,5190,890,17.15,3.52,4.95,19285.0,547626.0,3.7158,21.6685,19285.0,547626.0,3.7158
A. 0,PAYER,Unlimited Lives,minutes,Other,5190,222,4.28,1.84,2.17,10101.0,547626.0,1.9462,45.5,10101.0,547626.0,1.9462
A. 0,PAYER,Unlimited Lives,minutes,Daily Night Sky Prize,5190,428,8.25,1.78,4.11,9750.0,547626.0,1.8786,22.7804,9750.0,547626.0,1.8786
A. 0,PAYER,Unlimited Lives,minutes,Kite Festival,5190,157,3.03,1.6,1.36,8765.0,547626.0,1.6888,55.828,8765.0,547626.0,1.6888
A. 0,PAYER,Unlimited Lives,minutes,Rainbow Maker,5190,260,5.01,0.84,1.49,4620.0,547626.0,0.8902,17.7692,4620.0,547626.0,0.8902
A. 0,PAYER,Unlimited Lives,minutes,Saga,5190,89,1.71,0.47,0.76,2565.0,547626.0,0.4942,28.8202,2565.0,547626.0,0.4942
A. 0,PAYER,Unlimited Lives,minutes,Jigsaw,5190,50,0.96,0.37,0.59,2040.0,547626.0,0.3931,40.8,2040.0,547626.0,0.3931
A. 0,PAYER,Unlimited Lives,minutes,Bomb's Ballet,5190,24,0.46,0.18,0.27,960.0,547626.0,0.185,40.0,960.0,547626.0,0.185
A. 0,PAYER,Unlimited Lives,minutes,Target Day,5190,25,0.48,0.14,0.13,780.0,547626.0,0.1503,31.2,780.0,547626.0,0.1503
A. 0,PAYER,Unlimited Lives,minutes,Flash Race,5190,9,0.17,0.1,0.11,535.0,547626.0,0.1031,59.4444,535.0,547626.0,0.1031
A. 0,PAYER,Unlimited Lives,minutes,Core,5190,14,0.27,0.1,0.18,540.0,547626.0,0.104,38.5714,540.0,547626.0,0.104
A. 0,PAYER,Unlimited Lives,minutes,Photoshoot,5190,8,0.15,0.08,0.09,450.0,547626.0,0.0867,56.25,450.0,547626.0,0.0867
B. 1-9,NONPAYER,Bomb,count,Other,18057,11973,66.31,42.75,47.39,17278.0,40412.0,0.9569,1.4431,17278.0,40412.0,0.9569
B. 1-9,NONPAYER,Bomb,count,Saga,18057,6556,36.31,17.68,18.46,7146.0,40412.0,0.3957,1.09,7146.0,40412.0,0.3957
B. 1-9,NONPAYER,Bomb,count,Team Race,18057,4597,25.46,16.58,14.94,6699.0,40412.0,0.371,1.4573,6699.0,40412.0,0.371
B. 1-9,NONPAYER,Bomb,count,Season Pass (Free),18057,2458,13.61,6.91,5.28,2792.0,40412.0,0.1546,1.1359,2792.0,40412.0,0.1546
B. 1-9,NONPAYER,Bomb,count,Flock Flurry,18057,1867,10.34,5.51,4.54,2225.0,40412.0,0.1232,1.1918,2225.0,40412.0,0.1232
B. 1-9,NONPAYER,Bomb,count,Core,18057,1354,7.5,3.56,3.83,1439.0,40412.0,0.0797,1.0628,1439.0,40412.0,0.0797
B. 1-9,NONPAYER,Bomb,count,Flash Race,18057,1088,6.03,2.98,2.23,1206.0,40412.0,0.0668,1.1085,1206.0,40412.0,0.0668
B. 1-9,NONPAYER,Bomb,count,Hatchling Hideaway,18057,970,5.37,2.63,2.16,1064.0,40412.0,0.0589,1.0969,1064.0,40412.0,0.0589
B. 1-9,NONPAYER,Bomb,count,Target Day,18057,335,1.86,0.87,0.78,351.0,40412.0,0.0194,1.0478,351.0,40412.0,0.0194
B. 1-9,NONPAYER,Bomb,count,Rainbow Maker,18057,105,0.58,0.32,0.17,128.0,40412.0,0.0071,1.219,128.0,40412.0,0.0071
B. 1-9,NONPAYER,Bomb,count,Kite Festival,18057,71,0.39,0.18,0.17,74.0,40412.0,0.0041,1.0423,74.0,40412.0,0.0041
B. 1-9,NONPAYER,Bomb,count,River Rush,18057,3,0.02,0.01,0.01,3.0,40412.0,0.0002,1.0,3.0,40412.0,0.0002
B. 1-9,NONPAYER,Bomb,count,FlowerCoop,18057,2,0.01,0.01,0.01,4.0,40412.0,0.0002,2.0,4.0,40412.0,0.0002
B. 1-9,NONPAYER,Bomb,count,Jigsaw,18057,2,0.01,0.0,0.01,2.0,40412.0,0.0001,1.0,2.0,40412.0,0.0001
B. 1-9,NONPAYER,Bomb,count,Bomb's Ballet,18057,1,0.01,0.0,0.0,1.0,40412.0,0.0001,1.0,1.0,40412.0,0.0001
B. 1-9,NONPAYER,Chuck,count,Rainbow Maker,23793,12733,53.52,21.58,20.5,22325.0,103451.0,0.9383,1.7533,22325.0,103451.0,0.9383
B. 1-9,NONPAYER,Chuck,count,Other,23793,12044,50.62,16.8,20.53,17378.0,103451.0,0.7304,1.4429,17378.0,103451.0,0.7304
B. 1-9,NONPAYER,Chuck,count,Season Pass (Free),23793,10502,44.14,15.94,18.14,16495.0,103451.0,0.6933,1.5707,16495.0,103451.0,0.6933
B. 1-9,NONPAYER,Chuck,count,Daily Night Sky Prize,23793,6517,27.39,10.18,6.61,10531.0,103451.0,0.4426,1.6159,10531.0,103451.0,0.4426
B. 1-9,NONPAYER,Chuck,count,Saga,23793,6871,28.88,7.33,7.42,7578.0,103451.0,0.3185,1.1029,7578.0,103451.0,0.3185
B. 1-9,NONPAYER,Chuck,count,Jigsaw,23793,6297,26.47,7.22,7.44,7467.0,103451.0,0.3138,1.1858,7467.0,103451.0,0.3138
B. 1-9,NONPAYER,Chuck,count,Hatchling Hideaway,23793,4678,19.66,5.75,4.92,5948.0,103451.0,0.25,1.2715,5948.0,103451.0,0.25
B. 1-9,NONPAYER,Chuck,count,Bomb's Ballet,23793,4863,20.44,4.85,4.79,5019.0,103451.0,0.2109,1.0321,5019.0,103451.0,0.2109
B. 1-9,NONPAYER,Chuck,count,Target Day,23793,2259,9.49,2.45,2.28,2539.0,103451.0,0.1067,1.1239,2539.0,103451.0,0.1067
B. 1-9,NONPAYER,Chuck,count,Team Race,23793,1903,8.0,2.28,2.28,2360.0,103451.0,0.0992,1.2401,2360.0,103451.0,0.0992
B. 1-9,NONPAYER,Chuck,count,Flock Flurry,23793,1867,7.85,2.15,1.86,2225.0,103451.0,0.0935,1.1918,2225.0,103451.0,0.0935
B. 1-9,NONPAYER,Chuck,count,Core,23793,1717,7.22,1.76,1.9,1819.0,103451.0,0.0765,1.0594,1819.0,103451.0,0.0765
B. 1-9,NONPAYER,Chuck,count,Photoshoot,23793,973,4.09,0.96,0.78,997.0,103451.0,0.0419,1.0247,997.0,103451.0,0.0419
B. 1-9,NONPAYER,Chuck,count,Flash Race,23793,642,2.7,0.66,0.45,679.0,103451.0,0.0285,1.0576,679.0,103451.0,0.0285
B. 1-9,NONPAYER,Chuck,count,Kite Festival,23793,77,0.32,0.08,0.09,83.0,103451.0,0.0035,1.0779,83.0,103451.0,0.0035
B. 1-9,NONPAYER,Chuck,count,FlowerCoop,23793,2,0.01,0.01,0.01,6.0,103451.0,0.0003,3.0,6.0,103451.0,0.0003
B. 1-9,NONPAYER,Chuck,count,River Rush,23793,2,0.01,0.0,0.01,2.0,103451.0,0.0001,1.0,2.0,103451.0,0.0001
B. 1-9,NONPAYER,Comet,count,Team Race,12409,7984,64.34,45.81,50.36,11939.0,26063.0,0.9621,1.4954,11939.0,26063.0,0.9621
B. 1-9,NONPAYER,Comet,count,Ads,12409,2006,16.17,12.35,8.99,3219.0,26063.0,0.2594,1.6047,3219.0,26063.0,0.2594
B. 1-9,NONPAYER,Comet,count,Rainbow Maker,12409,2048,16.5,9.94,7.77,2591.0,26063.0,0.2088,1.2651,2591.0,26063.0,0.2088
B. 1-9,NONPAYER,Comet,count,Core,12409,2068,16.67,8.19,11.25,2134.0,26063.0,0.172,1.0319,2134.0,26063.0,0.172
B. 1-9,NONPAYER,Comet,count,Team Event,12409,829,6.68,6.84,4.41,1783.0,26063.0,0.1437,2.1508,1783.0,26063.0,0.1437
B. 1-9,NONPAYER,Comet,count,Daily Gift,12409,1699,13.69,6.77,6.56,1764.0,26063.0,0.1422,1.0383,1764.0,26063.0,0.1422
B. 1-9,NONPAYER,Comet,count,Hatchling Hideaway,12409,855,6.89,3.59,3.1,936.0,26063.0,0.0754,1.0947,936.0,26063.0,0.0754
B. 1-9,NONPAYER,Comet,count,Flash Race,12409,573,4.62,2.51,2.68,655.0,26063.0,0.0528,1.1431,655.0,26063.0,0.0528
B. 1-9,NONPAYER,Comet,count,Other,12409,602,4.85,2.39,2.66,622.0,26063.0,0.0501,1.0332,622.0,26063.0,0.0501
B. 1-9,NONPAYER,Comet,count,Saga,12409,149,1.2,0.63,1.08,164.0,26063.0,0.0132,1.1007,164.0,26063.0,0.0132
B. 1-9,NONPAYER,Comet,count,Target Day,12409,108,0.87,0.43,0.45,112.0,26063.0,0.009,1.037,112.0,26063.0,0.009
B. 1-9,NONPAYER,Comet,count,Bomb Challenge,12409,36,0.29,0.15,0.18,38.0,26063.0,0.0031,1.0556,38.0,26063.0,0.0031
B. 1-9,NONPAYER,Comet,count,Red Challenge,12409,34,0.27,0.13,0.21,35.0,26063.0,0.0028,1.0294,35.0,26063.0,0.0028
B. 1-9,NONPAYER,Comet,count,Chuck Challenge,12409,19,0.15,0.08,0.11,20.0,26063.0,0.0016,1.0526,20.0,26063.0,0.0016
B. 1-9,NONPAYER,Comet,count,Kite Festival,12409,17,0.14,0.07,0.03,18.0,26063.0,0.0015,1.0588,18.0,26063.0,0.0015
B. 1-9,NONPAYER,Comet,count,River Rush,12409,17,0.14,0.07,0.13,18.0,26063.0,0.0015,1.0588,18.0,26063.0,0.0015
B. 1-9,NONPAYER,Comet,count,Daily Night Sky Prize,12409,6,0.05,0.02,0.02,6.0,26063.0,0.0005,1.0,6.0,26063.0,0.0005
B. 1-9,NONPAYER,Comet,count,FlowerCoop,12409,2,0.02,0.02,0.02,6.0,26063.0,0.0005,3.0,6.0,26063.0,0.0005
B. 1-9,NONPAYER,Comet,count,Jigsaw,12409,2,0.02,0.01,0.0,2.0,26063.0,0.0002,1.0,2.0,26063.0,0.0002
B. 1-9,NONPAYER,Comet,count,Bomb's Ballet,12409,1,0.01,0.0,0.0,1.0,26063.0,0.0001,1.0,1.0,26063.0,0.0001
B. 1-9,NONPAYER,HC,HC,Daily Gift,28980,24384,84.14,25.37,28.41,1497765.0,5903798.76,51.6827,61.4241,1497765.0,5982975.0,51.6827
B. 1-9,NONPAYER,HC,HC,Team Race,28980,8594,29.65,14.48,10.8,854605.0,5903798.76,29.4895,99.4421,854605.0,5982975.0,29.4895
B. 1-9,NONPAYER,HC,HC,Team Event,28980,5169,17.84,11.4,6.3,672750.0,5903798.76,23.2143,130.1509,672750.0,5982975.0,23.2143
B. 1-9,NONPAYER,HC,HC,Daily Night Sky Prize,28980,15816,54.58,9.72,9.35,573655.0,5903798.76,19.7949,36.2705,573655.0,5982975.0,19.7949
B. 1-9,NONPAYER,HC,HC,Saga,28980,17572,60.63,7.89,10.65,465900.0,5903798.76,16.0766,26.5138,465900.0,5982975.0,16.0766
B. 1-9,NONPAYER,HC,HC,Rainbow Maker,28980,17857,61.62,7.55,9.83,445503.76,5903798.76,15.3728,24.9484,524680.0,5982975.0,18.1049
B. 1-9,NONPAYER,HC,HC,Core,28980,9800,33.82,7.3,8.13,431225.0,5903798.76,14.8801,44.0026,431225.0,5982975.0,14.8801
